
======================================================================
num_words = 1 | batch_size = 20
Baseline | pred='s' | pos_acc=1/1 (100.0%) | 344tok | 1.60s
CoT      | pred='yllnlyyssnnn' | pos_acc=7/12 (58.3%) | 409tok | 1.06s
L2M      | pred='ylynynycsnny' | pos_acc=8/12 (66.7%) | 642tok | 3.99s
L2M-DV   | pred='ylynyscsmnny' | pos_acc=11/12 (91.7%) | 832tok | 3.17s
Baseline | pred='yyylnnngnntt' | pos_acc=5/12 (41.7%) | 379tok | 1.39s
CoT      | pred='yyylnnngnnne' | pos_acc=7/12 (58.3%) | 403tok | 1.01s
L2M      | pred='yyynyyngyyne' | pos_acc=12/12 (100.0%) | 582tok | 2.67s
L2M-DV   | pred='yyynyyngyyne' | pos_acc=12/12 (100.0%) | 886tok | 4.12s
Baseline | pred='yxnnngyyynnn' | pos_acc=9/12 (75.0%) | 379tok | 1.20s
CoT      | pred='yxnnynyyynnn' | pos_acc=10/12 (83.3%) | 404tok | 1.19s
L2M      | pred='yxrtynnynnnn' | pos_acc=7/12 (58.3%) | 620tok | 3.08s
L2M-DV   | pred='yxnysnyyynnn' | pos_acc=12/12 (100.0%) | 888tok | 5.07s
Baseline | pred='nlnyytllnsss' | pos_acc=4/12 (33.3%) | 378tok | 1.77s
CoT      | pred='nlnltylgnssy' | pos_acc=4/12 (33.3%) | 404tok | 1.67s
L2M      | pred='nnrnyllneysy' | pos_acc=9/12 (75.0%) | 588tok | 3.18s
L2M-DV   | pred='nnryllnelysy' | pos_acc=9/12 (75.0%) | 821tok | 3.29s
Baseline | pred='yntyynglnnnn' | pos_acc=7/12 (58.3%) | 374tok | 0.97s
CoT      | pred='yntyylnneon' | pos_acc=4/12 (33.3%) | 398tok | 1.22s | len_mismatch(gold=12, pred=11)
L2M      | pred='yntyylnelonn' | pos_acc=5/12 (41.7%) | 618tok | 2.26s
L2M-DV   | pred='yngynneennnn' | pos_acc=10/12 (83.3%) | 816tok | 3.43s
Baseline | pred='eenyynetnno' | pos_acc=2/12 (16.7%) | 384tok | 1.08s | len_mismatch(gold=12, pred=11)
CoT      | pred='eenyynetnno' | pos_acc=2/12 (16.7%) | 409tok | 1.26s | len_mismatch(gold=12, pred=11)
L2M      | pred='eytgnoetvnep' | pos_acc=3/12 (25.0%) | 621tok | 1.77s
L2M-DV   | pred='eymynyteyeen' | pos_acc=11/12 (91.7%) | 865tok | 3.81s
Baseline | pred='yntnngyytgyg' | pos_acc=7/12 (58.3%) | 383tok | 1.09s
CoT      | pred='yntnngyiygsr' | pos_acc=5/12 (41.7%) | 408tok | 0.86s
L2M      | pred='yneonmmtysie' | pos_acc=6/12 (50.0%) | 616tok | 4.64s
L2M-DV   | pred='ynennmyysnye' | pos_acc=12/12 (100.0%) | 857tok | 2.55s
Baseline | pred='ntyyllylxyny' | pos_acc=8/12 (66.7%) | 384tok | 2.05s
CoT      | pred='nyrlyltdxytm' | pos_acc=4/12 (33.3%) | 410tok | 1.06s
L2M      | pred='nylleyylxyn' | pos_acc=10/12 (83.3%) | 593tok | 2.00s | len_mismatch(gold=12, pred=11)
L2M-DV   | pred='nylleyylxyny' | pos_acc=11/12 (91.7%) | 894tok | 3.47s
Baseline | pred='onlnltyllyss' | pos_acc=2/12 (16.7%) | 384tok | 0.77s
CoT      | pred='onlnltdymsss' | pos_acc=3/12 (25.0%) | 408tok | 0.91s
L2M      | pred='oenynneymys' | pos_acc=9/12 (75.0%) | 587tok | 2.01s | len_mismatch(gold=12, pred=11)
L2M-DV   | pred='nenynenymns' | pos_acc=7/12 (58.3%) | 897tok | 5.19s | len_mismatch(gold=12, pred=11)
Baseline | pred='lyllyyltntn' | pos_acc=5/12 (41.7%) | 381tok | 1.03s | len_mismatch(gold=12, pred=11)
CoT      | pred='nlyltylntnl' | pos_acc=4/12 (33.3%) | 406tok | 0.95s | len_mismatch(gold=12, pred=11)
L2M      | pred='ngletlyyynel' | pos_acc=6/12 (50.0%) | 622tok | 2.11s
L2M-DV   | pred='nyelyyyyynnel' | pos_acc=9/12 (75.0%) | 851tok | 4.78s | len_mismatch(gold=12, pred=13)
Baseline | pred='yymlyelntnnn' | pos_acc=7/12 (58.3%) | 381tok | 0.97s
CoT      | pred='yyrlyetnnen' | pos_acc=6/12 (50.0%) | 405tok | 0.92s | len_mismatch(gold=12, pred=11)
L2M      | pred='yymeyleynnnn' | pos_acc=8/12 (66.7%) | 625tok | 2.39s
L2M-DV   | pred='yyeyyeeynnnn' | pos_acc=11/12 (91.7%) | 860tok | 5.20s
Baseline | pred='syonlnrtyyy' | pos_acc=5/12 (41.7%) | 374tok | 0.99s | len_mismatch(gold=12, pred=11)
CoT      | pred='syntnlnrtyy' | pos_acc=7/12 (58.3%) | 400tok | 1.28s | len_mismatch(gold=12, pred=11)
L2M      | pred='ttnnyllryyyy' | pos_acc=8/12 (66.7%) | 580tok | 2.20s
L2M-DV   | pred='stnnyllrymyy' | pos_acc=10/12 (83.3%) | 822tok | 2.58s
Baseline | pred='nglyyyonnnnn' | pos_acc=6/12 (50.0%) | 375tok | 0.90s
CoT      | pred='nydtnnnyyonn' | pos_acc=7/12 (58.3%) | 401tok | 1.12s
L2M      | pred='nyytnyrnynnn' | pos_acc=10/12 (83.3%) | 580tok | 2.11s
L2M-DV   | pred='nyytynrnynnn' | pos_acc=12/12 (100.0%) | 882tok | 8.71s
Baseline | pred='nntnngeneyee' | pos_acc=8/12 (66.7%) | 380tok | 0.78s
CoT      | pred='nneneeyeree' | pos_acc=4/12 (33.3%) | 403tok | 0.92s | len_mismatch(gold=12, pred=11)
L2M      | pred='nnennyereyye' | pos_acc=12/12 (100.0%) | 583tok | 2.45s
L2M-DV   | pred='nnennyereyee' | pos_acc=11/12 (91.7%) | 826tok | 4.03s
Baseline | pred='elnmneeyylyt' | pos_acc=6/12 (50.0%) | 381tok | 0.90s
CoT      | pred='elnnnleeylyy' | pos_acc=6/12 (50.0%) | 407tok | 0.92s
L2M      | pred='elmnneeyyylty' | pos_acc=8/12 (66.7%) | 627tok | 2.04s | len_mismatch(gold=12, pred=13)
L2M-DV   | pred='enmnneeyyyyy' | pos_acc=11/12 (91.7%) | 858tok | 3.59s
Baseline | pred='nnntyyllnnsn' | pos_acc=6/12 (50.0%) | 379tok | 0.77s
CoT      | pred='nnntyyllnnsn' | pos_acc=6/12 (50.0%) | 404tok | 0.68s
L2M      | pred='nnnyynlleynn' | pos_acc=11/12 (91.7%) | 583tok | 3.42s
L2M-DV   | pred='nnnyynlyeynn' | pos_acc=12/12 (100.0%) | 828tok | 2.71s
Baseline | pred='ednnlylgnnnn' | pos_acc=7/12 (58.3%) | 382tok | 0.86s
CoT      | pred='ednnlylrynnn' | pos_acc=6/12 (50.0%) | 407tok | 1.03s
L2M      | pred='ednnllntonnn' | pos_acc=6/12 (50.0%) | 619tok | 1.54s
L2M-DV   | pred='ennyltynnnnn' | pos_acc=12/12 (100.0%) | 892tok | 4.37s

### Batch Summary (n_words=12)
| Strategy | Accuracy | Tokens | Avg Time |
|----------|----------|--------|----------|
| Baseline |  47.50% | 7,608 | 1.067s |
| CoT      |  44.58% | 8,108 | 1.058s |
| L2M      |  70.42% | 12,060 | 2.584s |
| L2M-DV   |  89.58% | 17,155 | 4.122s |

======================================================================
num_words = 13 | batch_size = 20
Baseline | pred='yneglcalynyyi' | pos_acc=5/13 (38.5%) | 377tok | 1.06s
CoT      | pred='yneclcltynnyy' | pos_acc=8/13 (61.5%) | 403tok | 0.98s
L2M      | pred='ynmcnlyyynnyy' | pos_acc=13/13 (100.0%) | 645tok | 2.33s
L2M-DV   | pred='ynmclyyynnyy' | pos_acc=8/13 (61.5%) | 854tok | 5.77s | len_mismatch(gold=13, pred=12)
Baseline | pred='ynoenllgntlyy' | pos_acc=6/13 (46.2%) | 385tok | 1.63s
CoT      | pred='ynoanllgntlyy' | pos_acc=6/13 (46.2%) | 410tok | 1.41s
L2M      | pred='ynennlleyneny' | pos_acc=10/13 (76.9%) | 599tok | 2.00s
L2M-DV   | pred='ynennllenyen' | pos_acc=11/13 (84.6%) | 839tok | 2.39s | len_mismatch(gold=13, pred=12)
Baseline | pred='nerssyeylgnl' | pos_acc=4/13 (30.8%) | 388tok | 0.96s | len_mismatch(gold=13, pred=12)
CoT      | pred='neseeylcealn' | pos_acc=3/13 (23.1%) | 413tok | 0.79s | len_mismatch(gold=13, pred=12)
L2M      | pred='neseeyyeltlnl' | pos_acc=7/13 (53.8%) | 635tok | 2.10s
L2M-DV   | pred='neysyeyellsnl' | pos_acc=13/13 (100.0%) | 873tok | 4.22s
Baseline | pred='eenesmlnntnnsn' | pos_acc=3/13 (23.1%) | 388tok | 0.87s | len_mismatch(gold=13, pred=14)
CoT      | pred='eledmnlyenonm' | pos_acc=6/13 (46.2%) | 412tok | 1.45s
L2M      | pred='elemmnyeneynn' | pos_acc=13/13 (100.0%) | 594tok | 2.32s
L2M-DV   | pred='elemmnyneyn' | pos_acc=7/13 (53.8%) | 757tok | 2.41s | len_mismatch(gold=13, pred=11)
Baseline | pred='nnntlltyeyyyn' | pos_acc=8/13 (61.5%) | 384tok | 0.86s
CoT      | pred='nnnnltyetnnyr' | pos_acc=7/13 (53.8%) | 408tok | 0.85s
L2M      | pred='nnnoletceeynn' | pos_acc=6/13 (46.2%) | 627tok | 2.84s
L2M-DV   | pred='nnnnlyeeyelyn' | pos_acc=9/13 (69.2%) | 839tok | 3.04s
Baseline | pred='ylytylnssytnn' | pos_acc=3/13 (23.1%) | 385tok | 1.42s
CoT      | pred='ylyeylssyynne' | pos_acc=6/13 (46.2%) | 410tok | 1.41s
L2M      | pred='ylyytllstynen' | pos_acc=3/13 (23.1%) | 642tok | 2.72s
L2M-DV   | pred='yyeelllsyynye' | pos_acc=7/13 (53.8%) | 839tok | 3.33s
Baseline | pred='eylnssnnlvee' | pos_acc=3/13 (23.1%) | 380tok | 1.02s | len_mismatch(gold=13, pred=12)
CoT      | pred='eylnssnnlneey' | pos_acc=5/13 (38.5%) | 406tok | 1.05s
L2M      | pred='yeessnnnclney' | pos_acc=8/13 (61.5%) | 589tok | 2.44s
L2M-DV   | pred='yensnnnclnney' | pos_acc=13/13 (100.0%) | 838tok | 3.60s
Baseline | pred='cndynogeylannl' | pos_acc=5/13 (38.5%) | 385tok | 0.99s | len_mismatch(gold=13, pred=14)
CoT      | pred='cndynoglltyl' | pos_acc=3/13 (23.1%) | 409tok | 0.96s | len_mismatch(gold=13, pred=12)
L2M      | pred='cdynnyyenynnl' | pos_acc=12/13 (92.3%) | 592tok | 1.98s
L2M-DV   | pred='cdynnoyyeynnl' | pos_acc=9/13 (69.2%) | 840tok | 3.48s
Baseline | pred='yveelntnltmnm' | pos_acc=3/13 (23.1%) | 392tok | 1.64s
CoT      | pred='yveelntnltmnm' | pos_acc=3/13 (23.1%) | 417tok | 1.03s
L2M      | pred='yyeeemnllysnn' | pos_acc=11/13 (84.6%) | 599tok | 2.62s
L2M-DV   | pred='yyeeemnlysmmn' | pos_acc=10/13 (76.9%) | 881tok | 4.44s
Baseline | pred='nnytetrrglnyy' | pos_acc=5/13 (38.5%) | 386tok | 1.07s
CoT      | pred='nnnereltntyy' | pos_acc=4/13 (30.8%) | 410tok | 0.94s | len_mismatch(gold=13, pred=12)
L2M      | pred='nnyeyermcnley' | pos_acc=13/13 (100.0%) | 599tok | 1.59s
L2M-DV   | pred='nnyeyermcnley' | pos_acc=13/13 (100.0%) | 868tok | 5.23s
Baseline | pred='nnlnnnnnnnntt' | pos_acc=8/13 (61.5%) | 377tok | 1.28s
CoT      | pred='nnlnnnynnnntt' | pos_acc=9/13 (69.2%) | 402tok | 1.02s
L2M      | pred='nlnlnnynnntty' | pos_acc=12/13 (92.3%) | 615tok | 3.87s
L2M-DV   | pred='nlnlnyynnntyy' | pos_acc=10/13 (76.9%) | 829tok | 2.91s
Baseline | pred='yyltyynveynyyc' | pos_acc=8/13 (61.5%) | 388tok | 1.12s | len_mismatch(gold=13, pred=14)
CoT      | pred='yylnyyynllyly' | pos_acc=6/13 (46.2%) | 413tok | 0.96s
L2M      | pred='ylynyyeeynyy' | pos_acc=5/13 (38.5%) | 691tok | 3.81s | len_mismatch(gold=13, pred=12)
L2M-DV   | pred='ylynyyeeynyy' | pos_acc=5/13 (38.5%) | 844tok | 4.57s | len_mismatch(gold=13, pred=12)
Baseline | pred='lclntyyeylonnl' | pos_acc=3/13 (23.1%) | 384tok | 1.05s | len_mismatch(gold=13, pred=14)
CoT      | pred='lglntyyrylnal' | pos_acc=3/13 (23.1%) | 408tok | 1.54s
L2M      | pred='nlynyeynnynl' | pos_acc=10/13 (76.9%) | 597tok | 1.59s | len_mismatch(gold=13, pred=12)
L2M-DV   | pred='nlynyeynnynnl' | pos_acc=12/13 (92.3%) | 839tok | 2.57s
Baseline | pred='eenngmllnnyy' | pos_acc=6/13 (46.2%) | 383tok | 0.98s | len_mismatch(gold=13, pred=12)
CoT      | pred='eennngllnnyy' | pos_acc=5/13 (38.5%) | 408tok | 1.10s | len_mismatch(gold=13, pred=12)
L2M      | pred='elnngmcmllyny' | pos_acc=6/13 (46.2%) | 632tok | 2.52s
L2M-DV   | pred='enlnymlnnyyny' | pos_acc=13/13 (100.0%) | 898tok | 4.61s
Baseline | pred='yelelnyngn' | pos_acc=5/13 (38.5%) | 381tok | 0.81s | len_mismatch(gold=13, pred=10)
CoT      | pred='yelelnyngnno' | pos_acc=5/13 (38.5%) | 405tok | 1.23s | len_mismatch(gold=13, pred=12)
L2M      | pred='yeleneyyynmnn' | pos_acc=8/13 (61.5%) | 589tok | 1.82s
L2M-DV   | pred='yelneyyyynnmn' | pos_acc=10/13 (76.9%) | 837tok | 2.83s
Baseline | pred='yrryggyeenle' | pos_acc=6/13 (46.2%) | 383tok | 0.83s | len_mismatch(gold=13, pred=12)
CoT      | pred='yrrygynelneese' | pos_acc=7/13 (53.8%) | 407tok | 0.95s | len_mismatch(gold=13, pred=14)
L2M      | pred='yrnyggeenoee' | pos_acc=7/13 (53.8%) | 589tok | 2.27s | len_mismatch(gold=13, pred=12)
L2M-DV   | pred='yrnygyeenynee' | pos_acc=10/13 (76.9%) | 862tok | 4.55s
Baseline | pred='cnylyyyynnnrrr' | pos_acc=9/13 (69.2%) | 384tok | 1.53s | len_mismatch(gold=13, pred=14)
CoT      | pred='cnylyyynnnrrr' | pos_acc=9/13 (69.2%) | 409tok | 1.15s
L2M      | pred='clyyyyyynnnnr' | pos_acc=9/13 (69.2%) | 602tok | 3.65s
L2M-DV   | pred='clyyyyyynnnnr' | pos_acc=9/13 (69.2%) | 840tok | 3.29s
Baseline | pred='noynneeylntal' | pos_acc=4/13 (30.8%) | 385tok | 1.27s
CoT      | pred='nyrnnneeealn' | pos_acc=5/13 (38.5%) | 410tok | 1.00s | len_mismatch(gold=13, pred=12)
L2M      | pred='nyrnveonllnl' | pos_acc=6/13 (46.2%) | 623tok | 1.66s | len_mismatch(gold=13, pred=12)
L2M-DV   | pred='nyynenneylnll' | pos_acc=13/13 (100.0%) | 868tok | 9.01s
Baseline | pred='ynoznlnymnnoz' | pos_acc=6/13 (46.2%) | 385tok | 1.04s
CoT      | pred='ynozntnynlno' | pos_acc=5/13 (38.5%) | 410tok | 0.93s | len_mismatch(gold=13, pred=12)
L2M      | pred='ynozntnyslmn' | pos_acc=6/13 (46.2%) | 643tok | 3.24s | len_mismatch(gold=13, pred=12)
L2M-DV   | pred='ynnsnlnyyyynn' | pos_acc=13/13 (100.0%) | 847tok | 4.47s
Baseline | pred='stmsyngnlym' | pos_acc=4/13 (30.8%) | 383tok | 0.97s | len_mismatch(gold=13, pred=11)
CoT      | pred='stnmynnnllyy' | pos_acc=4/13 (30.8%) | 406tok | 2.13s | len_mismatch(gold=13, pred=12)
L2M      | pred='stmsygnoaymmly' | pos_acc=5/13 (38.5%) | 620tok | 2.16s | len_mismatch(gold=13, pred=14)
L2M-DV   | pred='snmyynnsynlmy' | pos_acc=13/13 (100.0%) | 858tok | 4.59s

### Batch Summary (n_words=13)
| Strategy | Accuracy | Tokens | Avg Time |
|----------|----------|--------|----------|
| Baseline |  40.00% | 7,683 | 1.119s |
| CoT      |  41.92% | 8,176 | 1.144s |
| L2M      |  65.38% | 12,322 | 2.475s |
| L2M-DV   |  80.00% | 16,950 | 4.065s |

======================================================================
num_words = 14 | batch_size = 20
Baseline | pred='nyrtynnntnyncc' | pos_acc=7/14 (50.0%) | 388tok | 1.54s
CoT      | pred='nnynnnnnnnnnnn' | pos_acc=6/14 (42.9%) | 412tok | 1.01s
L2M      | pred='nynynnnnnyyec' | pos_acc=9/14 (64.3%) | 608tok | 2.68s | len_mismatch(gold=14, pred=13)
L2M-DV   | pred='nynynnnntnnyec' | pos_acc=11/14 (78.6%) | 847tok | 2.90s
Baseline | pred='yntylnoesgllc' | pos_acc=4/14 (28.6%) | 383tok | 1.06s | len_mismatch(gold=14, pred=13)
CoT      | pred='yntlynyglnlcll' | pos_acc=6/14 (42.9%) | 409tok | 1.04s
L2M      | pred='ynoayntssymlg' | pos_acc=7/14 (50.0%) | 627tok | 2.09s | len_mismatch(gold=14, pred=13)
L2M-DV   | pred='ynsynnnsyngnl' | pos_acc=10/14 (71.4%) | 845tok | 7.16s | len_mismatch(gold=14, pred=13)
Baseline | pred='ealelntyllyey' | pos_acc=5/14 (35.7%) | 382tok | 0.93s | len_mismatch(gold=14, pred=13)
CoT      | pred='ealelntyllyey' | pos_acc=5/14 (35.7%) | 407tok | 1.40s | len_mismatch(gold=14, pred=13)
L2M      | pred='elyecnlnylyey' | pos_acc=11/14 (78.6%) | 603tok | 3.80s | len_mismatch(gold=14, pred=13)
L2M-DV   | pred='elyecnlnylyyyy' | pos_acc=13/14 (92.9%) | 848tok | 3.24s
Baseline | pred='nleeeeylnllyyy' | pos_acc=8/14 (57.1%) | 390tok | 1.55s
CoT      | pred='nleeeeylnyynyy' | pos_acc=8/14 (57.1%) | 415tok | 1.81s
L2M      | pred='neeeeynmnnyyy' | pos_acc=11/14 (78.6%) | 601tok | 3.71s | len_mismatch(gold=14, pred=13)
L2M-DV   | pred='neeeeynmnyeeyy' | pos_acc=13/14 (92.9%) | 880tok | 7.94s
Baseline | pred='ylyyssyggnnnnn' | pos_acc=7/14 (50.0%) | 387tok | 1.20s
CoT      | pred='ylyytssgyntnnn' | pos_acc=5/14 (35.7%) | 411tok | 1.03s
L2M      | pred='yylysyxyxnyyyn' | pos_acc=12/14 (85.7%) | 655tok | 2.48s
L2M-DV   | pred='yylysyyyxnynyn' | pos_acc=14/14 (100.0%) | 913tok | 5.27s
Baseline | pred='nnntelalnssnnn' | pos_acc=9/14 (64.3%) | 386tok | 1.23s
CoT      | pred='nnntelrleynonn' | pos_acc=7/14 (50.0%) | 410tok | 0.99s
L2M      | pred='nnntetllnysnon' | pos_acc=10/14 (71.4%) | 632tok | 2.30s
L2M-DV   | pred='nnteeeellyysnn' | pos_acc=7/14 (50.0%) | 856tok | 3.29s
Baseline | pred='nnlelneltynssn' | pos_acc=6/14 (42.9%) | 385tok | 1.00s
CoT      | pred='nnlelnyeylntn' | pos_acc=4/14 (28.6%) | 410tok | 2.30s | len_mismatch(gold=14, pred=13)
L2M      | pred='nnlnneyyyeensn' | pos_acc=10/14 (71.4%) | 597tok | 3.13s
L2M-DV   | pred='nnelnelylyensn' | pos_acc=11/14 (78.6%) | 906tok | 5.66s
Baseline | pred='nlnyglynnymnly' | pos_acc=2/14 (14.3%) | 384tok | 1.17s
CoT      | pred='nonlyyynsmnnyr' | pos_acc=5/14 (35.7%) | 409tok | 0.78s
L2M      | pred='nnygyynnmnyyyn' | pos_acc=14/14 (100.0%) | 691tok | 4.44s
L2M-DV   | pred='nnygyyynnmnyyy' | pos_acc=9/14 (64.3%) | 846tok | 2.95s
Baseline | pred='nonynnnnllnmmm' | pos_acc=7/14 (50.0%) | 387tok | 1.27s
CoT      | pred='nnveynnnnllnmm' | pos_acc=7/14 (50.0%) | 413tok | 0.89s
L2M      | pred='nnennnnnynllnm' | pos_acc=13/14 (92.9%) | 604tok | 2.84s
L2M-DV   | pred='nneynnnnynllnm' | pos_acc=14/14 (100.0%) | 880tok | 6.06s
Baseline | pred='ylllyyynsmnnn' | pos_acc=7/14 (50.0%) | 387tok | 1.41s | len_mismatch(gold=14, pred=13)
CoT      | pred='ylllyyynnnnnn' | pos_acc=7/14 (50.0%) | 412tok | 0.90s | len_mismatch(gold=14, pred=13)
L2M      | pred='ylnyyyyyyyyenn' | pos_acc=11/14 (78.6%) | 601tok | 2.08s
L2M-DV   | pred='ylnyyyymyyennn' | pos_acc=14/14 (100.0%) | 912tok | 4.59s
Baseline | pred='nonlyyynnnnnnn' | pos_acc=10/14 (71.4%) | 379tok | 0.92s
CoT      | pred='nonllyylnnnnnn' | pos_acc=8/14 (57.1%) | 405tok | 1.00s
L2M      | pred='nnnnnyynnnnyn' | pos_acc=10/14 (71.4%) | 599tok | 5.92s | len_mismatch(gold=14, pred=13)
L2M-DV   | pred='nnyeyyyynnnyn' | pos_acc=12/14 (85.7%) | 842tok | 3.83s | len_mismatch(gold=14, pred=13)
Baseline | pred='ylyetnnnlyynee' | pos_acc=7/14 (50.0%) | 389tok | 0.95s
CoT      | pred='ylyetssnlyyonnn' | pos_acc=6/14 (42.9%) | 415tok | 0.91s | len_mismatch(gold=14, pred=15)
L2M      | pred='yyllesnsyeeynen' | pos_acc=3/14 (21.4%) | 688tok | 4.47s | len_mismatch(gold=14, pred=15)
L2M-DV   | pred='yylesnsyeyen' | pos_acc=11/14 (78.6%) | 855tok | 3.35s | len_mismatch(gold=14, pred=12)
Baseline | pred='nyrnnntnmnnnve' | pos_acc=6/14 (42.9%) | 395tok | 1.57s
CoT      | pred='nyrnlnnmnynnyv' | pos_acc=9/14 (64.3%) | 421tok | 1.17s
L2M      | pred='nyenltnmnynye' | pos_acc=9/14 (64.3%) | 611tok | 2.23s | len_mismatch(gold=14, pred=13)
L2M-DV   | pred='nyenltnmnnyne' | pos_acc=12/14 (85.7%) | 890tok | 4.38s | len_mismatch(gold=14, pred=13)
Baseline | pred='nnynnnlnyynyyb' | pos_acc=8/14 (57.1%) | 381tok | 1.23s
CoT      | pred='nnynnnnnnnyyyy' | pos_acc=6/14 (42.9%) | 405tok | 1.36s
L2M      | pred='nnynnyymyyynry' | pos_acc=10/14 (71.4%) | 593tok | 1.94s
L2M-DV   | pred='nnynnyeemyynry' | pos_acc=9/14 (64.3%) | 856tok | 3.65s
Baseline | pred='enynlnelntnonn' | pos_acc=7/14 (50.0%) | 386tok | 0.97s
CoT      | pred='enynlnelntnonn' | pos_acc=7/14 (50.0%) | 409tok | 1.03s
L2M      | pred='etyyngleonynn' | pos_acc=4/14 (28.6%) | 630tok | 1.77s | len_mismatch(gold=14, pred=13)
L2M-DV   | pred='eyynnmennnnynn' | pos_acc=13/14 (92.9%) | 848tok | 3.64s
Baseline | pred='yeteaylnnlygy' | pos_acc=3/14 (21.4%) | 380tok | 1.58s | len_mismatch(gold=14, pred=13)
CoT      | pred='yednneseayltyy' | pos_acc=6/14 (42.9%) | 404tok | 1.46s
L2M      | pred='yeynneeeylscyy' | pos_acc=7/14 (50.0%) | 590tok | 2.79s
L2M-DV   | pred='yenyeenlscyyy' | pos_acc=6/14 (42.9%) | 841tok | 3.73s | len_mismatch(gold=14, pred=13)
Baseline | pred='lnnssyylntnlym' | pos_acc=7/14 (50.0%) | 384tok | 1.05s
CoT      | pred='lnnssyynlntnmm' | pos_acc=9/14 (64.3%) | 409tok | 1.06s
L2M      | pred='lnnssyylltymm' | pos_acc=5/14 (35.7%) | 633tok | 1.93s | len_mismatch(gold=14, pred=13)
L2M-DV   | pred='lnnsyylnynlym' | pos_acc=11/14 (78.6%) | 868tok | 4.23s | len_mismatch(gold=14, pred=13)
Baseline | pred='nymtnlxmnneny' | pos_acc=5/14 (35.7%) | 381tok | 0.96s | len_mismatch(gold=14, pred=13)
CoT      | pred='nymtnnmlnntnyn' | pos_acc=6/14 (42.9%) | 408tok | 1.67s
L2M      | pred='nyyttnxmnylry' | pos_acc=4/14 (28.6%) | 598tok | 2.17s | len_mismatch(gold=14, pred=13)
L2M-DV   | pred='nyytnxmnylrnny' | pos_acc=14/14 (100.0%) | 899tok | 2.82s
Baseline | pred='ylyytleldllyy' | pos_acc=6/14 (42.9%) | 387tok | 0.96s | len_mismatch(gold=14, pred=13)
CoT      | pred='ylyytleltllyy' | pos_acc=6/14 (42.9%) | 412tok | 2.79s | len_mismatch(gold=14, pred=13)
L2M      | pred='yyyyneeyllley' | pos_acc=8/14 (57.1%) | 598tok | 1.77s | len_mismatch(gold=14, pred=13)
L2M-DV   | pred='yyyyneeyllyyey' | pos_acc=12/14 (85.7%) | 851tok | 2.68s
Baseline | pred='nlltynlntnntn' | pos_acc=6/14 (42.9%) | 383tok | 1.05s | len_mismatch(gold=14, pred=13)
CoT      | pred='nnllnlnynlntn' | pos_acc=5/14 (35.7%) | 408tok | 2.02s | len_mismatch(gold=14, pred=13)
L2M      | pred='nllnnylyyllnnn' | pos_acc=9/14 (64.3%) | 604tok | 2.08s
L2M-DV   | pred='nllnnylllyllnn' | pos_acc=9/14 (64.3%) | 848tok | 3.52s

### Batch Summary (n_words=14)
| Strategy | Accuracy | Tokens | Avg Time |
|----------|----------|--------|----------|
| Baseline |  45.36% | 7,704 | 1.180s |
| CoT      |  45.71% | 8,204 | 1.330s |
| L2M      |  63.21% | 12,363 | 2.831s |
| L2M-DV   |  80.36% | 17,331 | 4.244s |

======================================================================
num_words = 15 | batch_size = 20
Baseline | pred='nllnnnynynssnntn' | pos_acc=8/15 (53.3%) | 385tok | 1.18s | len_mismatch(gold=15, pred=16)
CoT      | pred='nnynynltynynsns' | pos_acc=9/15 (60.0%) | 408tok | 1.59s
L2M      | pred='nllnnynlntyysss' | pos_acc=5/15 (33.3%) | 635tok | 2.64s
L2M-DV   | pred='nlynynyyyynysnn' | pos_acc=10/15 (66.7%) | 854tok | 2.92s
Baseline | pred='lcltyylnygnlyre' | pos_acc=6/15 (40.0%) | 390tok | 1.17s
CoT      | pred='llltyeygynynyey' | pos_acc=6/15 (40.0%) | 415tok | 1.69s
L2M      | pred='llltyeeeyynyyre' | pos_acc=10/15 (66.7%) | 649tok | 3.35s
L2M-DV   | pred='llmtyennymyyyye' | pos_acc=11/15 (73.3%) | 882tok | 3.97s
Baseline | pred='nnycyyyyelteyl' | pos_acc=6/15 (40.0%) | 489tok | 2.81s | len_mismatch(gold=15, pred=14)
CoT      | pred='nnnlltylsslelee' | pos_acc=4/15 (26.7%) | 418tok | 0.86s
L2M      | pred='nnlyctyyglyaelel' | pos_acc=6/15 (40.0%) | 650tok | 5.05s | len_mismatch(gold=15, pred=16)
L2M-DV   | pred='nnyycyyeleteyl' | pos_acc=7/15 (46.7%) | 866tok | 3.85s | len_mismatch(gold=15, pred=14)
Baseline | pred='elnnssytnltyyey' | pos_acc=4/15 (26.7%) | 387tok | 0.90s
CoT      | pred='elnnssytnltyyey' | pos_acc=4/15 (26.7%) | 412tok | 1.42s
L2M      | pred='elnnssmtveltalty' | pos_acc=3/15 (20.0%) | 635tok | 1.91s | len_mismatch(gold=15, pred=16)
L2M-DV   | pred='eynsynmmelrnllty' | pos_acc=11/15 (73.3%) | 879tok | 2.80s | len_mismatch(gold=15, pred=16)
Baseline | pred='ynoayntnlygynlgy' | pos_acc=4/15 (26.7%) | 389tok | 1.24s | len_mismatch(gold=15, pred=16)
CoT      | pred='yntlynnnlyyynll' | pos_acc=5/15 (33.3%) | 413tok | 1.22s
L2M      | pred='ynoayngmnntyyc' | pos_acc=5/15 (33.3%) | 643tok | 2.04s | len_mismatch(gold=15, pred=14)
