
======================================================================
num_words = 1 | batch_size = 20
Baseline | pred='y' | pos_acc=1/1 (100.0%) | compared=1
L2M-DV   | pred='nyynennelynll' | pos_acc=11/13 (84.6%) | compared=13
Baseline | pred='ynoznlnymnnoz' | pos_acc=6/13 (46.2%) | compared=13
CoT      | pred='ynozntynymnnn' | pos_acc=6/13 (46.2%) | compared=13
L2M      | pred='ynnsnlnyyyynn' | pos_acc=13/13 (100.0%) | compared=13
L2M-DV   | pred='ynnslnyyyyyyn' | pos_acc=9/13 (69.2%) | compared=13
Baseline | pred='stmnynnnllym' | pos_acc=6/13 (46.2%) | compared=12 | len_mismatch(gold=13, pred=12)
CoT      | pred='stmsyyonnmlyy' | pos_acc=5/13 (38.5%) | compared=13
L2M      | pred='smyynnnsynlmy' | pos_acc=10/13 (76.9%) | compared=13
L2M-DV   | pred='snmyynnsynlmy' | pos_acc=13/13 (100.0%) | compared=13

[Batch Summary for n_words=13]
  Baseline  : 44.62%
  CoT       : 40.77%
  L2M       : 83.08%
  L2M-DV    : 87.31%

======================================================================
num_words = 14 | batch_size = 20
Baseline | pred='nnlnnnnnntyncc' | pos_acc=7/14 (50.0%) | compared=14
CoT      | pred='nyrnyonntnynnc' | pos_acc=6/14 (42.9%) | compared=14
L2M      | pred='nynynnnynyyyec' | pos_acc=12/14 (85.7%) | compared=14
L2M-DV   | pred='nynynnnntnnyec' | pos_acc=11/14 (78.6%) | compared=14
Baseline | pred='ylnylntnsglcl' | pos_acc=3/14 (21.4%) | compared=13 | len_mismatch(gold=14, pred=13)
CoT      | pred='yntylntnssgll' | pos_acc=4/14 (28.6%) | compared=13 | len_mismatch(gold=14, pred=13)
L2M      | pred='ynsyynnsynmngl' | pos_acc=14/14 (100.0%) | compared=14
L2M-DV   | pred='ynsyynnsynngl' | pos_acc=10/14 (71.4%) | compared=13 | len_mismatch(gold=14, pred=13)
Baseline | pred='ealelntyllyey' | pos_acc=5/14 (35.7%) | compared=13 | len_mismatch(gold=14, pred=13)
CoT      | pred='ealelntyllyee' | pos_acc=6/14 (42.9%) | compared=13 | len_mismatch(gold=14, pred=13)
L2M      | pred='elyecnlnylyey' | pos_acc=11/14 (78.6%) | compared=13 | len_mismatch(gold=14, pred=13)
L2M-DV   | pred='elyecnlnylyey' | pos_acc=11/14 (78.6%) | compared=13 | len_mismatch(gold=14, pred=13)
Baseline | pred='nleeeeylnllyyy' | pos_acc=8/14 (57.1%) | compared=14
CoT      | pred='nleeeeylnyynyy' | pos_acc=8/14 (57.1%) | compared=14
L2M      | pred='neeeeynmnnyeyy' | pos_acc=11/14 (78.6%) | compared=14
L2M-DV   | pred='neeeeynnyeyyy' | pos_acc=9/14 (64.3%) | compared=13 | len_mismatch(gold=14, pred=13)
Baseline | pred='ylyyssyggnnyyyn' | pos_acc=6/14 (42.9%) | compared=14 | len_mismatch(gold=14, pred=15)
CoT      | pred='ylyytygyxnnnyn' | pos_acc=9/14 (64.3%) | compared=14
L2M      | pred='yylysyxyxnyynyn' | pos_acc=10/14 (71.4%) | compared=14 | len_mismatch(gold=14, pred=15)
L2M-DV   | pred='yylysyyyxnyynn' | pos_acc=12/14 (85.7%) | compared=14
Baseline | pred='nnnlnetlnyssnn' | pos_acc=9/14 (64.3%) | compared=14
CoT      | pred='nntlnetlnyssnn' | pos_acc=8/14 (57.1%) | compared=14
L2M      | pred='nnnneelynysnnn' | pos_acc=14/14 (100.0%) | compared=14
L2M-DV   | pred='nnnneelynysnnn' | pos_acc=14/14 (100.0%) | compared=14
Baseline | pred='nnlelnyeylntn' | pos_acc=4/14 (28.6%) | compared=13 | len_mismatch(gold=14, pred=13)
CoT      | pred='nnlelnyeylntn' | pos_acc=4/14 (28.6%) | compared=13 | len_mismatch(gold=14, pred=13)
L2M      | pred='nnelynlyyysnn' | pos_acc=7/14 (50.0%) | compared=13 | len_mismatch(gold=14, pred=13)
L2M-DV   | pred='nnelneylyyensn' | pos_acc=14/14 (100.0%) | compared=14
Baseline | pred='nnynlyyngyynn' | pos_acc=6/14 (42.9%) | compared=13 | len_mismatch(gold=14, pred=13)
CoT      | pred='nlnyglynnynnyz' | pos_acc=3/14 (21.4%) | compared=14
L2M      | pred='nnygyynnmmyyyn' | pos_acc=13/14 (92.9%) | compared=14
L2M-DV   | pred='nnygyynnmnyyyn' | pos_acc=14/14 (100.0%) | compared=14
Baseline | pred='nnveynnnlclnmm' | pos_acc=7/14 (50.0%) | compared=14
CoT      | pred='nnveynnnnllnmm' | pos_acc=7/14 (50.0%) | compared=14
L2M      | pred='nnennnnynlllnm' | pos_acc=10/14 (71.4%) | compared=14
L2M-DV   | pred='nnennnnynllnm' | pos_acc=7/14 (50.0%) | compared=13 | len_mismatch(gold=14, pred=13)
Baseline | pred='ylllyyynnnnnn' | pos_acc=7/14 (50.0%) | compared=13 | len_mismatch(gold=14, pred=13)
CoT      | pred='ylllyyymnngnnn' | pos_acc=9/14 (64.3%) | compared=14
L2M      | pred='ylnyyyymyyennn' | pos_acc=14/14 (100.0%) | compared=14
L2M-DV   | pred='ylyyyyymyyennn' | pos_acc=13/14 (92.9%) | compared=14
Baseline | pred='nonlyyynnnnnnn' | pos_acc=10/14 (71.4%) | compared=14
CoT      | pred='nonlyyytntnnnn' | pos_acc=8/14 (57.1%) | compared=14
L2M      | pred='nnyeyyynnnnynn' | pos_acc=14/14 (100.0%) | compared=14
L2M-DV   | pred='nnyeyyynnnnynn' | pos_acc=14/14 (100.0%) | compared=14
Baseline | pred='ylyetnngnlynnn' | pos_acc=6/14 (42.9%) | compared=14
CoT      | pred='ylyeeznssyeynn' | pos_acc=4/14 (28.6%) | compared=14
L2M      | pred='yylesnsyeyynen' | pos_acc=14/14 (100.0%) | compared=14
L2M-DV   | pred='yylesnsyeyyenn' | pos_acc=12/14 (85.7%) | compared=14
Baseline | pred='nyveeennnnyyei' | pos_acc=6/14 (42.9%) | compared=14
CoT      | pred='nyrnlnnmnynety' | pos_acc=7/14 (50.0%) | compared=14
L2M      | pred='nyenltnmnnynye' | pos_acc=14/14 (100.0%) | compared=14
L2M-DV   | pred='nyenltnnnynye' | pos_acc=8/14 (57.1%) | compared=13 | len_mismatch(gold=14, pred=13)
Baseline | pred='nnynnnlnyynyyb' | pos_acc=8/14 (57.1%) | compared=14
CoT      | pred='nnynnnnnnnyyyy' | pos_acc=6/14 (42.9%) | compared=14
L2M      | pred='nnyynemyyyynny' | pos_acc=8/14 (57.1%) | compared=14
L2M-DV   | pred='nnyneymyyynny' | pos_acc=8/14 (57.1%) | compared=13 | len_mismatch(gold=14, pred=13)
Baseline | pred='enynlnelntnonn' | pos_acc=7/14 (50.0%) | compared=14
CoT      | pred='enynlnelntnnoz' | pos_acc=6/14 (42.9%) | compared=14
L2M      | pred='eyynnmennnnynn' | pos_acc=13/14 (92.9%) | compared=14
L2M-DV   | pred='eyynnmennnnynn' | pos_acc=13/14 (92.9%) | compared=14
Baseline | pred='yednynelgtygyy' | pos_acc=6/14 (42.9%) | compared=14
CoT      | pred='yednynesltygy' | pos_acc=6/14 (42.9%) | compared=13 | len_mismatch(gold=14, pred=13)
L2M      | pred='yeyneeenylscyy' | pos_acc=7/14 (50.0%) | compared=14
L2M-DV   | pred='yeynyenylscyyy' | pos_acc=14/14 (100.0%) | compared=14
Baseline | pred='lnnssyylntnlym' | pos_acc=7/14 (50.0%) | compared=14
CoT      | pred='lnnssyynlntnmm' | pos_acc=9/14 (64.3%) | compared=14
L2M      | pred='lnnsyllynlllnm' | pos_acc=8/14 (57.1%) | compared=14
L2M-DV   | pred='lnnsyylnynlnym' | pos_acc=14/14 (100.0%) | compared=14
Baseline | pred='nymtnlmnynnony' | pos_acc=9/14 (64.3%) | compared=14
CoT      | pred='nymntngnynnony' | pos_acc=6/14 (42.9%) | compared=14
L2M      | pred='nyyntxmnylrnny' | pos_acc=12/14 (85.7%) | compared=14
L2M-DV   | pred='nyytnxmnylrnn' | pos_acc=13/14 (92.9%) | compared=13 | len_mismatch(gold=14, pred=13)
Baseline | pred='ylyytleltllyy' | pos_acc=6/14 (42.9%) | compared=13 | len_mismatch(gold=14, pred=13)
CoT      | pred='ylyytleltllyy' | pos_acc=6/14 (42.9%) | compared=13 | len_mismatch(gold=14, pred=13)
L2M      | pred='yyyynellyylley' | pos_acc=9/14 (64.3%) | compared=14
L2M-DV   | pred='yyyynellyyley' | pos_acc=7/14 (50.0%) | compared=13 | len_mismatch(gold=14, pred=13)
Baseline | pred='nlrltylnlntn' | pos_acc=3/14 (21.4%) | compared=12 | len_mismatch(gold=14, pred=12)
CoT      | pred='nnllnlnltynonn' | pos_acc=6/14 (42.9%) | compared=14
L2M      | pred='nllnnylyyyllnn' | pos_acc=11/14 (78.6%) | compared=14
L2M-DV   | pred='nlynnnlyyyllnn' | pos_acc=11/14 (78.6%) | compared=14

[Batch Summary for n_words=14]
  Baseline  : 46.43%
  CoT       : 45.71%
  L2M       : 80.71%
  L2M-DV    : 81.79%

======================================================================
num_words = 15 | batch_size = 20
Baseline | pred='llltyeygynynyey' | pos_acc=6/15 (40.0%) | compared=15
CoT      | pred='llltyeygynynyeym' | pos_acc=6/15 (40.0%) | compared=15 | len_mismatch(gold=15, pred=16)
L2M      | pred='llmtyeenymyynye' | pos_acc=9/15 (60.0%) | compared=15
L2M-DV   | pred='llmtyeynmynyyye' | pos_acc=13/15 (86.7%) | compared=15
Baseline | pred='nllnynllyyynssn' | pos_acc=10/15 (66.7%) | compared=15
CoT      | pred='nnlyynynynynnnn' | pos_acc=10/15 (66.7%) | compared=15
L2M      | pred='nlynynyyyynynssn' | pos_acc=11/15 (73.3%) | compared=15 | len_mismatch(gold=15, pred=16)
L2M-DV   | pred='nlynynyyyynynsn' | pos_acc=12/15 (80.0%) | compared=15
Baseline | pred='nnnlyyltlertlal' | pos_acc=6/15 (40.0%) | compared=15
CoT      | pred='nnnlltylsslellj' | pos_acc=4/15 (26.7%) | compared=15
L2M      | pred='nnycyyyyeletell' | pos_acc=9/15 (60.0%) | compared=15
L2M-DV   | pred='nnycyyyyyeltelyl' | pos_acc=11/15 (73.3%) | compared=15 | len_mismatch(gold=15, pred=16)
Baseline | pred='elnnssytnltylty' | pos_acc=6/15 (40.0%) | compared=15
CoT      | pred='elnnssytnltyyey' | pos_acc=4/15 (26.7%) | compared=15
L2M      | pred='eynssymyeexnlty' | pos_acc=12/15 (80.0%) | compared=15
L2M-DV   | pred='eynsymyelxnlty' | pos_acc=5/15 (33.3%) | compared=14 | len_mismatch(gold=15, pred=14)
Baseline | pred='ynoayntnlyngylg' | pos_acc=5/15 (33.3%) | compared=15
CoT      | pred='yntlynnnlyyynnl' | pos_acc=5/15 (33.3%) | compared=15
L2M      | pred='ynrynymnynnyyyl' | pos_acc=15/15 (100.0%) | compared=15
L2M-DV   | pred='ynrynymnnyyyyl' | pos_acc=10/15 (66.7%) | compared=14 | len_mismatch(gold=15, pred=14)
Baseline | pred='lyyonnnnnnyyytm' | pos_acc=7/15 (46.7%) | compared=15
CoT      | pred='lyyonnnnnssyyt' | pos_acc=6/15 (40.0%) | compared=14 | len_mismatch(gold=15, pred=14)
L2M      | pred='lymnnnnynyyysmey' | pos_acc=11/15 (73.3%) | compared=15 | len_mismatch(gold=15, pred=16)
L2M-DV   | pred='lymnnnnynysmey' | pos_acc=10/15 (66.7%) | compared=14 | len_mismatch(gold=15, pred=14)
Baseline | pred='nnynrgylyyynyny' | pos_acc=7/15 (46.7%) | compared=15
CoT      | pred='nnynynynynynynyn' | pos_acc=9/15 (60.0%) | compared=15 | len_mismatch(gold=15, pred=16)
L2M      | pred='nnyynnynnyyyyny' | pos_acc=12/15 (80.0%) | compared=15
L2M-DV   | pred='nnyynynynnyynny' | pos_acc=13/15 (86.7%) | compared=15
Baseline | pred='nnynsslnnntnlyss' | pos_acc=6/15 (40.0%) | compared=15 | len_mismatch(gold=15, pred=16)
CoT      | pred='nnnyssllnntnss' | pos_acc=7/15 (46.7%) | compared=14 | len_mismatch(gold=15, pred=14)
L2M      | pred='nsnysylyeenyyns' | pos_acc=11/15 (73.3%) | compared=15
L2M-DV   | pred='nsnyyslyennynns' | pos_acc=13/15 (86.7%) | compared=15
Baseline | pred='ngggnmsedntlll' | pos_acc=4/15 (26.7%) | compared=14 | len_mismatch(gold=15, pred=14)
CoT      | pred='nggnsmnleatllal' | pos_acc=5/15 (33.3%) | compared=15
L2M      | pred='ngsmnyeyenlnlyl' | pos_acc=6/15 (40.0%) | compared=15
L2M-DV   | pred='ngsmnyeenynnyll' | pos_acc=6/15 (40.0%) | compared=15
Baseline | pred='edmmynnntnlynnn' | pos_acc=7/15 (46.7%) | compared=15
CoT      | pred='edmmynngnnlyton' | pos_acc=6/15 (40.0%) | compared=15
L2M      | pred='emmnynyyynnynyn' | pos_acc=12/15 (80.0%) | compared=15
L2M-DV   | pred='emmnynyyynnlnyn' | pos_acc=13/15 (86.7%) | compared=15
Baseline | pred='sreeynrntnynmty' | pos_acc=3/15 (20.0%) | compared=15
CoT      | pred='sygyntnrynnynyy' | pos_acc=6/15 (40.0%) | compared=15
L2M      | pred='syyynreemnnyycy' | pos_acc=10/15 (66.7%) | compared=15
L2M-DV   | pred='seyynyreemnyycy' | pos_acc=15/15 (100.0%) | compared=15
Baseline | pred='elnlgylyltygxyx' | pos_acc=4/15 (26.7%) | compared=15
CoT      | pred='elnlntyltygynx' | pos_acc=3/15 (20.0%) | compared=14 | len_mismatch(gold=15, pred=14)
L2M      | pred='eelnlyyyyyenyyx' | pos_acc=13/15 (86.7%) | compared=15
L2M-DV   | pred='eelnylyyyyyenyyx' | pos_acc=11/15 (73.3%) | compared=15 | len_mismatch(gold=15, pred=16)
Baseline | pred='nysytlntnngyion' | pos_acc=7/15 (46.7%) | compared=15
CoT      | pred='nymytlynyngynnn' | pos_acc=8/15 (53.3%) | compared=15
L2M      | pred='nyeyeyyyynnyynn' | pos_acc=13/15 (86.7%) | compared=15
L2M-DV   | pred='nyeyeyyyynyyyyn' | pos_acc=13/15 (86.7%) | compared=15
Baseline | pred='yntlllylnlntnnn' | pos_acc=7/15 (46.7%) | compared=15
CoT      | pred='yntlllylnlntnnn' | pos_acc=7/15 (46.7%) | compared=15
L2M      | pred='ynylnynlllymnnn' | pos_acc=14/15 (93.3%) | compared=15
L2M-DV   | pred='ynylnylllyymnnn' | pos_acc=14/15 (93.3%) | compared=15
Baseline | pred='yynyyndnvegnnry' | pos_acc=7/15 (46.7%) | compared=15
CoT      | pred='yynsyntnnnssyyr' | pos_acc=7/15 (46.7%) | compared=15
L2M      | pred='yytynnnenssnyy' | pos_acc=10/15 (66.7%) | compared=14 | len_mismatch(gold=15, pred=14)
L2M-DV   | pred='yyyynnnnensnym' | pos_acc=11/15 (73.3%) | compared=14 | len_mismatch(gold=15, pred=14)
Baseline | pred='yelelnnlyyltlce' | pos_acc=6/15 (40.0%) | compared=15
CoT      | pred='yelelnnlyyltlce' | pos_acc=6/15 (40.0%) | compared=15
L2M      | pred='yenlleeneyyylee' | pos_acc=11/15 (73.3%) | compared=15
L2M-DV   | pred='yenlnlenyyyylne' | pos_acc=15/15 (100.0%) | compared=15
Baseline | pred='nlnnlnetnmnlntn' | pos_acc=7/15 (46.7%) | compared=15
CoT      | pred='nnsnnltaylnnnon' | pos_acc=7/15 (46.7%) | compared=15
L2M      | pred='nnnnlnelymlllln' | pos_acc=8/15 (53.3%) | compared=15
L2M-DV   | pred='nnlnnelymllnny' | pos_acc=11/15 (73.3%) | compared=14 | len_mismatch(gold=15, pred=14)
Baseline | pred='yntyylynnlnnntn' | pos_acc=9/15 (60.0%) | compared=15
CoT      | pred='yntyyynnnlnnynn' | pos_acc=10/15 (66.7%) | compared=15
L2M      | pred='yneyynnnllllyn' | pos_acc=9/15 (60.0%) | compared=14 | len_mismatch(gold=15, pred=14)
L2M-DV   | pred='yneyyylnlleynyn' | pos_acc=11/15 (73.3%) | compared=15
Baseline | pred='elenlnyeylntnss' | pos_acc=9/15 (60.0%) | compared=15
CoT      | pred='elenntnlnnntnssn' | pos_acc=6/15 (40.0%) | compared=15 | len_mismatch(gold=15, pred=16)
L2M      | pred='elenlyyyelyeesn' | pos_acc=10/15 (66.7%) | compared=15
L2M-DV   | pred='elenlyyellynnsn' | pos_acc=12/15 (80.0%) | compared=15
Baseline | pred='cnenntlynnnnnnn' | pos_acc=10/15 (66.7%) | compared=15
CoT      | pred='cnennglnnlnnnnn' | pos_acc=9/15 (60.0%) | compared=15
L2M      | pred='cnennlyyylnnynn' | pos_acc=14/15 (93.3%) | compared=15
L2M-DV   | pred='cnennlyyymnnynn' | pos_acc=15/15 (100.0%) | compared=15

[Batch Summary for n_words=15]
  Baseline  : 44.33%
  CoT       : 43.67%
  L2M       : 73.33%
  L2M-DV    : 78.00%
----------------------------------------------------------------------
Average position-wise accuracy (Macro / Micro) | Exact Match
Baseline : 56.08% / 50.46% | EM: 10.33%
CoT      : 55.43% / 49.62% | EM: 10.33%
L2M      : 91.02% / 87.17% | EM: 64.00%
L2M-DV   : 92.33% / 89.08% | EM: 66.67%

======================================================================
Position-wise Accuracy by Number of Words (%)
======================================================================
 n_words |   Baseline |        CoT |        L2M |     L2M-DV
----------------------------------------------------------------------
       1 |     100.00 |     100.00 |     100.00 |     100.00
       2 |      67.50 |      67.50 |      97.50 |     100.00
       3 |      55.00 |      58.33 |     100.00 |     100.00
       4 |      63.75 |      57.50 |      96.25 |      96.25
       5 |      57.00 |      59.00 |      98.00 |      96.00
       6 |      59.17 |      54.17 |      95.83 |      96.67
       7 |      57.14 |      55.00 |      94.29 |      95.00
       8 |      50.00 |      54.37 |      95.00 |      91.88
       9 |      45.56 |      47.78 |      87.78 |      90.56
      10 |      51.00 |      50.50 |      88.00 |      93.50
      11 |      50.91 |      50.91 |      91.36 |      91.36
      12 |      48.75 |      46.25 |      84.17 |      86.67
      13 |      44.62 |      40.77 |      83.08 |      87.31
      14 |      46.43 |      45.71 |      80.71 |      81.79
      15 |      44.33 |      43.67 |      73.33 |      78.00
----------------------------------------------------------------------
   Micro |      50.46 |      49.62 |      87.17 |      89.08
   Macro |      56.08 |      55.43 |      91.02 |      92.33
      EM |      10.33 |      10.33 |      64.00 |      66.67
======================================================================

그래프가 저장되었습니다: experiments/20251215_181213/accuracy_comparison.png
