
======================================================================
num_words = 1 | batch_size = 20
Baseline | pred='y' | pos_acc=1/1 (100.0%) | 343tok | 1.23s
CoT      | pred='yyylnngnnne' | pos_acc=3/12 (25.0%) | 402tok | 0.94s | len_mismatch(gold=12, pred=11)
L2M      | pred='yyynyyngyyne' | pos_acc=12/12 (100.0%) | 756tok | 3.01s
L2M-DV   | pred='yyynyngyyyne' | pos_acc=9/12 (75.0%) | 1,000tok | 3.79s
Baseline | pred='yxnnynyyynnn' | pos_acc=10/12 (83.3%) | 379tok | 1.83s
CoT      | pred='yxrtyynssnnn' | pos_acc=5/12 (41.7%) | 404tok | 1.00s
L2M      | pred='yxnyynyyynnn' | pos_acc=11/12 (91.7%) | 757tok | 4.16s
L2M-DV   | pred='yxynsynyyyn' | pos_acc=6/12 (50.0%) | 851tok | 3.62s | len_mismatch(gold=12, pred=11)
Baseline | pred='nlnltylntsyy' | pos_acc=2/12 (16.7%) | 379tok | 0.97s
CoT      | pred='nlnnynlgnsly' | pos_acc=5/12 (41.7%) | 404tok | 0.87s
L2M      | pred='nnrnyllnensy' | pos_acc=8/12 (66.7%) | 755tok | 3.28s
L2M-DV   | pred='nnrnylnenysy' | pos_acc=12/12 (100.0%) | 1,012tok | 7.96s
Baseline | pred='yntyynglenn' | pos_acc=5/12 (41.7%) | 373tok | 1.01s | len_mismatch(gold=12, pred=11)
CoT      | pred='yntyylnneon' | pos_acc=4/12 (33.3%) | 398tok | 1.02s | len_mismatch(gold=12, pred=11)
L2M      | pred='yngynnneeysn' | pos_acc=7/12 (58.3%) | 750tok | 2.44s
L2M-DV   | pred='yngynnenysnn' | pos_acc=10/12 (83.3%) | 826tok | 5.23s
Baseline | pred='emnmnytylnep' | pos_acc=4/12 (33.3%) | 385tok | 1.46s
CoT      | pred='eyyynytvlynn' | pos_acc=8/12 (66.7%) | 410tok | 1.15s
L2M      | pred='eymynytneynn' | pos_acc=9/12 (75.0%) | 762tok | 2.65s
L2M-DV   | pred='eymynyteynnn' | pos_acc=11/12 (91.7%) | 999tok | 5.27s
Baseline | pred='yntnngyytgye' | pos_acc=8/12 (66.7%) | 383tok | 0.79s
CoT      | pred='yntnnmlyssle' | pos_acc=8/12 (66.7%) | 407tok | 1.06s
L2M      | pred='ynennmyysnye' | pos_acc=12/12 (100.0%) | 758tok | 5.00s
L2M-DV   | pred='ynennmyysnye' | pos_acc=12/12 (100.0%) | 851tok | 4.13s
Baseline | pred='nysyllyldity' | pos_acc=6/12 (50.0%) | 383tok | 1.04s
CoT      | pred='ntyyldlrltyy' | pos_acc=3/12 (25.0%) | 410tok | 1.31s
L2M      | pred='nyllyyylxyny' | pos_acc=10/12 (83.3%) | 761tok | 4.07s
L2M-DV   | pred='nylyeeylyxny' | pos_acc=9/12 (75.0%) | 846tok | 3.50s
Baseline | pred='onlnltyllyss' | pos_acc=2/12 (16.7%) | 384tok | 1.44s
CoT      | pred='noynltylssn' | pos_acc=2/12 (16.7%) | 409tok | 1.75s | len_mismatch(gold=12, pred=11)
L2M      | pred='nenynneymys' | pos_acc=10/12 (83.3%) | 760tok | 3.90s | len_mismatch(gold=12, pred=11)
L2M-DV   | pred='nenynneymyns' | pos_acc=12/12 (100.0%) | 1,014tok | 6.82s
Baseline | pred='lyllyyltntn' | pos_acc=5/12 (41.7%) | 381tok | 0.86s | len_mismatch(gold=12, pred=11)
CoT      | pred='nlyltyylnene' | pos_acc=5/12 (41.7%) | 406tok | 1.02s
L2M      | pred='nyelyyynnnel' | pos_acc=11/12 (91.7%) | 757tok | 4.73s
L2M-DV   | pred='nyelyyyynnell' | pos_acc=12/12 (100.0%) | 1,019tok | 5.47s | len_mismatch(gold=12, pred=13)
Baseline | pred='yymlyelntnnn' | pos_acc=7/12 (58.3%) | 381tok | 1.17s
CoT      | pred='yyrlyelntin' | pos_acc=5/12 (41.7%) | 405tok | 1.10s | len_mismatch(gold=12, pred=11)
L2M      | pred='yyeeyennnnnn' | pos_acc=10/12 (83.3%) | 758tok | 5.45s
L2M-DV   | pred='yyeeynynnnnn' | pos_acc=8/12 (66.7%) | 1,018tok | 10.66s
Baseline | pred='syonlnrtyyy' | pos_acc=5/12 (41.7%) | 374tok | 1.49s | len_mismatch(gold=12, pred=11)
CoT      | pred='syntnlnrtyym' | pos_acc=7/12 (58.3%) | 400tok | 1.35s
L2M      | pred='synnylnrymyy' | pos_acc=12/12 (100.0%) | 752tok | 5.42s
L2M-DV   | pred='synnylnrymyy' | pos_acc=12/12 (100.0%) | 848tok | 4.08s
Baseline | pred='ntytnnnooyn' | pos_acc=5/12 (41.7%) | 376tok | 2.25s | len_mismatch(gold=12, pred=11)
CoT      | pred='ntytnnnyynnn' | pos_acc=8/12 (66.7%) | 401tok | 1.23s
L2M      | pred='nyytynrnynnn' | pos_acc=12/12 (100.0%) | 753tok | 3.18s
L2M-DV   | pred='nyytynrnynnn' | pos_acc=12/12 (100.0%) | 834tok | 3.24s
Baseline | pred='nneneeyeree' | pos_acc=4/12 (33.3%) | 378tok | 1.03s | len_mismatch(gold=12, pred=11)
CoT      | pred='nneneeyeree' | pos_acc=4/12 (33.3%) | 403tok | 0.99s | len_mismatch(gold=12, pred=11)
L2M      | pred='nnenneyreyee' | pos_acc=9/12 (75.0%) | 756tok | 3.48s
L2M-DV   | pred='nnenneyreyee' | pos_acc=9/12 (75.0%) | 1,009tok | 8.19s
Baseline | pred='elnmneeyylyt' | pos_acc=6/12 (50.0%) | 381tok | 1.53s
CoT      | pred='elnnnleeyyiy' | pos_acc=6/12 (50.0%) | 407tok | 0.84s
L2M      | pred='enmnneyyyyyy' | pos_acc=12/12 (100.0%) | 758tok | 6.14s
L2M-DV   | pred='enmnneyyyyy' | pos_acc=11/12 (91.7%) | 1,021tok | 3.89s | len_mismatch(gold=12, pred=11)
Baseline | pred='nnntyyllnnsn' | pos_acc=6/12 (50.0%) | 379tok | 1.64s
CoT      | pred='nnneynltynnn' | pos_acc=8/12 (66.7%) | 404tok | 1.08s
L2M      | pred='nnnyynlyeynn' | pos_acc=12/12 (100.0%) | 756tok | 3.92s
L2M-DV   | pred='nnnyynlyeyn' | pos_acc=11/12 (91.7%) | 820tok | 3.06s | len_mismatch(gold=12, pred=11)
Baseline | pred='ednnlylrynnn' | pos_acc=6/12 (50.0%) | 382tok | 0.82s
CoT      | pred='ednnlylryonn' | pos_acc=5/12 (41.7%) | 406tok | 1.23s
L2M      | pred='ennyllytnnnn' | pos_acc=10/12 (83.3%) | 759tok | 3.51s
L2M-DV   | pred='ennyltynnnnn' | pos_acc=12/12 (100.0%) | 851tok | 3.99s

### Batch Summary (n_words=12)
| Strategy | Accuracy | Tokens | Avg Time |
|----------|----------|--------|----------|
| Baseline |  44.17% | 7,605 | 1.233s |
| CoT      |  45.83% | 8,106 | 1.123s |
| L2M      |  85.00% | 15,146 | 3.923s |
| L2M-DV   |  86.25% | 18,354 | 5.140s |

======================================================================
num_words = 13 | batch_size = 20
Baseline | pred='yneglcalyytty' | pos_acc=4/13 (30.8%) | 376tok | 1.11s
CoT      | pred='yneclclltyyyy' | pos_acc=5/13 (38.5%) | 402tok | 1.28s
L2M      | pred='ynmccllyynnyy' | pos_acc=11/13 (84.6%) | 774tok | 3.77s
L2M-DV   | pred='ynmcnlyyynnyy' | pos_acc=13/13 (100.0%) | 1,037tok | 5.14s
Baseline | pred='yntnnooyntlyy' | pos_acc=6/13 (46.2%) | 385tok | 3.79s
CoT      | pred='ynoanllgntlyy' | pos_acc=6/13 (46.2%) | 410tok | 1.15s
L2M      | pred='ynennlleyneny' | pos_acc=10/13 (76.9%) | 779tok | 3.85s
L2M-DV   | pred='ynennlyeneyny' | pos_acc=11/13 (84.6%) | 1,045tok | 7.67s
Baseline | pred='nertsyeylgnl' | pos_acc=3/13 (23.1%) | 388tok | 1.64s | len_mismatch(gold=13, pred=12)
CoT      | pred='nerssyeylssn' | pos_acc=6/13 (46.2%) | 413tok | 1.12s | len_mismatch(gold=13, pred=12)
L2M      | pred='neysyeyellsnl' | pos_acc=13/13 (100.0%) | 784tok | 3.88s
L2M-DV   | pred='neysyeeyellnl' | pos_acc=9/13 (69.2%) | 882tok | 6.64s
Baseline | pred='eledmslnnntnnn' | pos_acc=7/13 (53.8%) | 388tok | 1.54s | len_mismatch(gold=13, pred=14)
CoT      | pred='eenlsmnlnnngn' | pos_acc=3/13 (23.1%) | 412tok | 1.13s
L2M      | pred='elemmnyeneynn' | pos_acc=13/13 (100.0%) | 783tok | 5.27s
L2M-DV   | pred='elemmnynennyn' | pos_acc=8/13 (61.5%) | 883tok | 6.07s
Baseline | pred='nnnntlltyyney' | pos_acc=5/13 (38.5%) | 382tok | 0.94s
CoT      | pred='nnntlltyneonn' | pos_acc=6/13 (46.2%) | 407tok | 1.12s
L2M      | pred='nnnlyeyelynyn' | pos_acc=6/13 (46.2%) | 778tok | 3.36s
L2M-DV   | pred='nnnnlyeyelnyn' | pos_acc=13/13 (100.0%) | 850tok | 4.85s
Baseline | pred='ylyltylsyynce' | pos_acc=3/13 (23.1%) | 385tok | 1.17s
CoT      | pred='ylytylnssnce' | pos_acc=3/13 (23.1%) | 409tok | 0.88s | len_mismatch(gold=13, pred=12)
L2M      | pred='yyeylllsyynye' | pos_acc=8/13 (61.5%) | 781tok | 3.53s
L2M-DV   | pred='yyeyllsyyynne' | pos_acc=11/13 (84.6%) | 881tok | 4.96s
Baseline | pred='elnnssnnlneey' | pos_acc=6/13 (46.2%) | 381tok | 0.82s
CoT      | pred='eylnssnnlneey' | pos_acc=5/13 (38.5%) | 406tok | 0.92s
L2M      | pred='yensnnnclnney' | pos_acc=13/13 (100.0%) | 778tok | 5.33s
L2M-DV   | pred='yensnnnclnney' | pos_acc=13/13 (100.0%) | 879tok | 4.31s
Baseline | pred='cnyonlveynl' | pos_acc=5/13 (38.5%) | 386tok | 2.82s | len_mismatch(gold=13, pred=11)
CoT      | pred='cndnnoeyvyyal' | pos_acc=6/13 (46.2%) | 410tok | 1.33s
L2M      | pred='cnynnyyeynynl' | pos_acc=10/13 (76.9%) | 782tok | 3.42s
L2M-DV   | pred='cnynnyyeynynl' | pos_acc=10/13 (76.9%) | 879tok | 3.41s
Baseline | pred='yveelntngmnnn' | pos_acc=4/13 (30.8%) | 392tok | 1.33s
CoT      | pred='yveelntnltmnm' | pos_acc=3/13 (23.1%) | 417tok | 1.14s
L2M      | pred='yyeemnnlcysmn' | pos_acc=11/13 (84.6%) | 788tok | 3.74s
L2M-DV   | pred='yyeeemnlcysmn' | pos_acc=13/13 (100.0%) | 863tok | 4.00s
Baseline | pred='nnnereltntyy' | pos_acc=4/13 (30.8%) | 385tok | 1.22s | len_mismatch(gold=13, pred=12)
CoT      | pred='nnnereltntyy' | pos_acc=4/13 (30.8%) | 410tok | 1.28s | len_mismatch(gold=13, pred=12)
L2M      | pred='nnyeyermcnley' | pos_acc=13/13 (100.0%) | 781tok | 5.07s
L2M-DV   | pred='nnyeyermcnley' | pos_acc=13/13 (100.0%) | 855tok | 4.10s
Baseline | pred='nnlnnnynnnntt' | pos_acc=9/13 (69.2%) | 377tok | 1.08s
CoT      | pred='nnlnnnnnnnnny' | pos_acc=8/13 (61.5%) | 402tok | 1.15s
L2M      | pred='nlnlynnnnntty' | pos_acc=10/13 (76.9%) | 774tok | 4.08s
L2M-DV   | pred='nlnlnnynnnnty' | pos_acc=13/13 (100.0%) | 1,047tok | 7.85s
Baseline | pred='yyltynlyllyyly' | pos_acc=4/13 (30.8%) | 389tok | 1.47s | len_mismatch(gold=13, pred=14)
CoT      | pred='yyyynnnnlyyy' | pos_acc=6/13 (46.2%) | 412tok | 0.86s | len_mismatch(gold=13, pred=12)
L2M      | pred='yylynyyeynyyn' | pos_acc=10/13 (76.9%) | 783tok | 4.14s
L2M-DV   | pred='yylynyeeynnyy' | pos_acc=11/13 (84.6%) | 1,027tok | 7.49s
Baseline | pred='lglntyyeylnaa' | pos_acc=2/13 (15.4%) | 383tok | 1.02s
CoT      | pred='lclnynyrnynnl' | pos_acc=7/13 (53.8%) | 409tok | 1.07s
L2M      | pred='nlynyeynnynnl' | pos_acc=12/13 (92.3%) | 779tok | 5.23s
L2M-DV   | pred='nlynynynnyynl' | pos_acc=12/13 (92.3%) | 876tok | 3.65s
Baseline | pred='elnngmldnlyy' | pos_acc=6/13 (46.2%) | 384tok | 1.06s | len_mismatch(gold=13, pred=12)
CoT      | pred='elnngmldnlyy' | pos_acc=6/13 (46.2%) | 409tok | 0.89s | len_mismatch(gold=13, pred=12)
L2M      | pred='elnnymlnnyyny' | pos_acc=11/13 (84.6%) | 780tok | 4.91s
L2M-DV   | pred='elnnymlnnyyny' | pos_acc=11/13 (84.6%) | 876tok | 4.08s
Baseline | pred='yelelnyngnmnm' | pos_acc=6/13 (46.2%) | 381tok | 1.14s
CoT      | pred='yelelnyngnno' | pos_acc=5/13 (38.5%) | 405tok | 1.03s | len_mismatch(gold=13, pred=12)
L2M      | pred='yelyyynynmynn' | pos_acc=7/13 (53.8%) | 778tok | 7.58s
L2M-DV   | pred='yelneyyynnmyn' | pos_acc=13/13 (100.0%) | 846tok | 4.55s
Baseline | pred='yrryggelntnep' | pos_acc=7/13 (53.8%) | 383tok | 0.92s
CoT      | pred='yrryggelnyee' | pos_acc=6/13 (46.2%) | 407tok | 1.07s | len_mismatch(gold=13, pred=12)
L2M      | pred='yrnyggeeyyneee' | pos_acc=10/13 (76.9%) | 778tok | 4.00s | len_mismatch(gold=13, pred=14)
L2M-DV   | pred='yrnygyenynnee' | pos_acc=13/13 (100.0%) | 874tok | 5.73s
Baseline | pred='ctnyytnoonrre' | pos_acc=4/13 (30.8%) | 384tok | 1.20s
CoT      | pred='cnonynnnnoonn' | pos_acc=5/13 (38.5%) | 407tok | 0.89s
L2M      | pred='cnyyyyynnnner' | pos_acc=12/13 (92.3%) | 778tok | 3.22s
L2M-DV   | pred='cnyyyyynnnner' | pos_acc=12/13 (92.3%) | 874tok | 3.94s
Baseline | pred='noynneeeelal' | pos_acc=6/13 (46.2%) | 384tok | 1.09s | len_mismatch(gold=13, pred=12)
CoT      | pred='onyylnnnoalll' | pos_acc=5/13 (38.5%) | 410tok | 1.09s
L2M      | pred='nyynennelynll' | pos_acc=11/13 (84.6%) | 781tok | 3.24s
L2M-DV   | pred='nyynennelynll' | pos_acc=11/13 (84.6%) | 1,050tok | 8.71s
Baseline | pred='ynozntynymnnn' | pos_acc=6/13 (46.2%) | 385tok | 0.93s
CoT      | pred='ynozntnynlno' | pos_acc=5/13 (38.5%) | 410tok | 1.64s | len_mismatch(gold=13, pred=12)
L2M      | pred='ynnsnlnyyyynn' | pos_acc=13/13 (100.0%) | 780tok | 4.03s
L2M-DV   | pred='ynnslnyyyynnn' | pos_acc=9/13 (69.2%) | 878tok | 7.91s
Baseline | pred='stnmynnnllyy' | pos_acc=4/13 (30.8%) | 381tok | 1.07s | len_mismatch(gold=13, pred=12)
CoT      | pred='stmlgyntnlym' | pos_acc=4/13 (30.8%) | 406tok | 1.10s | len_mismatch(gold=13, pred=12)
L2M      | pred='smyynnnsnnnmy' | pos_acc=8/13 (61.5%) | 778tok | 2.97s
L2M-DV   | pred='snmyynnsynlmy' | pos_acc=13/13 (100.0%) | 876tok | 3.37s

### Batch Summary (n_words=13)
| Strategy | Accuracy | Tokens | Avg Time |
|----------|----------|--------|----------|
| Baseline |  38.85% | 7,679 | 1.368s |
| CoT      |  40.00% | 8,173 | 1.107s |
| L2M      |  81.54% | 15,597 | 4.231s |
| L2M-DV   |  89.23% | 18,278 | 5.421s |

======================================================================
num_words = 14 | batch_size = 20
Baseline | pred='nyrnyonntnyncc' | pos_acc=6/14 (42.9%) | 388tok | 1.13s
CoT      | pred='nnynnnnnnnnnnn' | pos_acc=6/14 (42.9%) | 412tok | 1.03s
L2M      | pred='nynynnntnnnyec' | pos_acc=13/14 (92.9%) | 803tok | 3.46s
L2M-DV   | pred='nynynnnnnyyenc' | pos_acc=10/14 (71.4%) | 890tok | 4.92s
Baseline | pred='yntylnoesgllc' | pos_acc=4/14 (28.6%) | 383tok | 1.44s | len_mismatch(gold=14, pred=13)
CoT      | pred='yntlynyglnlcll' | pos_acc=6/14 (42.9%) | 409tok | 1.44s
L2M      | pred='ynsyynnsynmngl' | pos_acc=14/14 (100.0%) | 799tok | 3.27s
L2M-DV   | pred='ynsyynnsynmngl' | pos_acc=14/14 (100.0%) | 896tok | 6.90s
Baseline | pred='ealelntyltyyy' | pos_acc=5/14 (35.7%) | 384tok | 1.37s | len_mismatch(gold=14, pred=13)
CoT      | pred='ealelntylrlyy' | pos_acc=4/14 (28.6%) | 408tok | 1.23s | len_mismatch(gold=14, pred=13)
L2M      | pred='elyecnlnylyyey' | pos_acc=14/14 (100.0%) | 799tok | 5.44s
L2M-DV   | pred='elyecnlnylyey' | pos_acc=11/14 (78.6%) | 1,079tok | 5.43s | len_mismatch(gold=14, pred=13)
Baseline | pred='nleeeeylnyynyy' | pos_acc=8/14 (57.1%) | 390tok | 0.93s
CoT      | pred='nleeeeylnyynyy' | pos_acc=8/14 (57.1%) | 415tok | 0.93s
L2M      | pred='neeeeynmnnyyyy' | pos_acc=12/14 (85.7%) | 804tok | 3.83s
L2M-DV   | pred='neeeeynmnyeeyy' | pos_acc=13/14 (92.9%) | 892tok | 5.06s
Baseline | pred='ylyytssylnnno' | pos_acc=5/14 (35.7%) | 386tok | 1.72s | len_mismatch(gold=14, pred=13)
CoT      | pred='ylyytygyxnnnyn' | pos_acc=9/14 (64.3%) | 411tok | 1.05s
L2M      | pred='yylysyxyxnynyn' | pos_acc=13/14 (92.9%) | 802tok | 3.80s
L2M-DV   | pred='yylysyxyxnyynn' | pos_acc=11/14 (78.6%) | 1,055tok | 5.07s
Baseline | pred='nntlnetlnnssnn' | pos_acc=7/14 (50.0%) | 386tok | 1.11s
CoT      | pred='nnntelalnssnnn' | pos_acc=9/14 (64.3%) | 411tok | 1.06s
L2M      | pred='nnnneeyynyyynn' | pos_acc=11/14 (78.6%) | 801tok | 4.20s
L2M-DV   | pred='nnnneelynysnnn' | pos_acc=14/14 (100.0%) | 1,056tok | 6.80s
Baseline | pred='nnlelneltynssn' | pos_acc=6/14 (42.9%) | 385tok | 0.90s
CoT      | pred='nnlelnyeylntn' | pos_acc=4/14 (28.6%) | 410tok | 0.91s | len_mismatch(gold=14, pred=13)
L2M      | pred='nnelynlyyensn' | pos_acc=5/14 (35.7%) | 799tok | 6.07s | len_mismatch(gold=14, pred=13)
L2M-DV   | pred='nnelnelyyensn' | pos_acc=7/14 (50.0%) | 900tok | 3.91s | len_mismatch(gold=14, pred=13)
Baseline | pred='nnynlyyngyynn' | pos_acc=6/14 (42.9%) | 384tok | 1.82s | len_mismatch(gold=14, pred=13)
CoT      | pred='nlnyglynnymnlyz' | pos_acc=2/14 (14.3%) | 410tok | 1.80s | len_mismatch(gold=14, pred=15)
L2M      | pred='nnygyynnmnyyyn' | pos_acc=14/14 (100.0%) | 799tok | 4.10s
L2M-DV   | pred='nnygyynnmnyyyn' | pos_acc=14/14 (100.0%) | 898tok | 3.74s
Baseline | pred='nnveynntnllmms' | pos_acc=5/14 (35.7%) | 388tok | 1.38s
CoT      | pred='nnveynnnnlnnmm' | pos_acc=6/14 (42.9%) | 413tok | 0.97s
L2M      | pred='nnennnnynlllnm' | pos_acc=10/14 (71.4%) | 804tok | 6.66s
L2M-DV   | pred='nnennnnnynllnm' | pos_acc=13/14 (92.9%) | 1,055tok | 5.60s
Baseline | pred='ylllyyynnnnnn' | pos_acc=7/14 (50.0%) | 389tok | 0.88s | len_mismatch(gold=14, pred=13)
CoT      | pred='ylllyyynnnnnn' | pos_acc=7/14 (50.0%) | 412tok | 1.30s | len_mismatch(gold=14, pred=13)
L2M      | pred='ylnyyyymyyynnn' | pos_acc=13/14 (92.9%) | 802tok | 5.47s
L2M-DV   | pred='ylnyyyymyyennn' | pos_acc=14/14 (100.0%) | 905tok | 5.28s
Baseline | pred='nonlyyynnnnnnn' | pos_acc=10/14 (71.4%) | 379tok | 1.05s
CoT      | pred='nonllyylnnnnnn' | pos_acc=8/14 (57.1%) | 405tok | 1.23s
L2M      | pred='nnyeyyynnnnynn' | pos_acc=14/14 (100.0%) | 795tok | 3.18s
L2M-DV   | pred='nnyeyyyynnnynn' | pos_acc=13/14 (92.9%) | 892tok | 5.46s
Baseline | pred='ylyetnnnlyynee' | pos_acc=7/14 (50.0%) | 389tok | 1.54s
CoT      | pred='ylyetssnlynyon' | pos_acc=5/14 (35.7%) | 414tok | 0.90s
L2M      | pred='yylesnsyeyyen' | pos_acc=11/14 (78.6%) | 803tok | 4.57s | len_mismatch(gold=14, pred=13)
L2M-DV   | pred='yylesnsyeyynen' | pos_acc=14/14 (100.0%) | 905tok | 3.57s
Baseline | pred='nyrnnntnnynnye' | pos_acc=7/14 (50.0%) | 395tok | 1.52s
CoT      | pred='nyrnlnnmmnnyee' | pos_acc=8/14 (57.1%) | 423tok | 1.03s
L2M      | pred='nyenltnmnnyne' | pos_acc=12/14 (85.7%) | 810tok | 3.07s | len_mismatch(gold=14, pred=13)
L2M-DV   | pred='nyenltnmnnyyne' | pos_acc=12/14 (85.7%) | 916tok | 5.41s
Baseline | pred='nnynnnnleynyyi' | pos_acc=7/14 (50.0%) | 381tok | 1.74s
CoT      | pred='nnynnnnnnnnnnn' | pos_acc=7/14 (50.0%) | 405tok | 1.21s
L2M      | pred='nnyynemyyyynny' | pos_acc=8/14 (57.1%) | 795tok | 4.82s
L2M-DV   | pred='nnyynemyyynnyy' | pos_acc=8/14 (57.1%) | 898tok | 3.39s
Baseline | pred='enynlnelntnonn' | pos_acc=7/14 (50.0%) | 384tok | 1.69s
CoT      | pred='eyylnmlenntonn' | pos_acc=8/14 (57.1%) | 409tok | 20.85s
L2M      | pred='eyynnmennnnynn' | pos_acc=13/14 (92.9%) | 800tok | 2.76s
L2M-DV   | pred='eyynnmennnnynn' | pos_acc=13/14 (92.9%) | 904tok | 3.29s
Baseline | pred='yednynelgltity' | pos_acc=5/14 (35.7%) | 379tok | 1.38s
CoT      | pred='yednynelgtygyy' | pos_acc=6/14 (42.9%) | 405tok | 1.30s
L2M      | pred='yeyneeenylccyy' | pos_acc=8/14 (57.1%) | 793tok | 5.18s
L2M-DV   | pred='yeynyenylscyyy' | pos_acc=14/14 (100.0%) | 890tok | 4.62s
Baseline | pred='lnnssyylglnnsm' | pos_acc=7/14 (50.0%) | 384tok | 1.16s
CoT      | pred='lnnssyylglnnsm' | pos_acc=7/14 (50.0%) | 409tok | 1.07s
L2M      | pred='lnnsyllylllnlm' | pos_acc=9/14 (64.3%) | 798tok | 5.41s
L2M-DV   | pred='lnnsyylnynlnym' | pos_acc=14/14 (100.0%) | 896tok | 3.98s
Baseline | pred='nymtnlxmnneny' | pos_acc=5/14 (35.7%) | 381tok | 1.01s | len_mismatch(gold=14, pred=13)
CoT      | pred='nymntnmlnntyny' | pos_acc=5/14 (35.7%) | 408tok | 1.53s
L2M      | pred='nyyntnxmnnlrny' | pos_acc=5/14 (35.7%) | 797tok | 3.90s
L2M-DV   | pred='nyytnxmnylrnny' | pos_acc=14/14 (100.0%) | 899tok | 3.68s
Baseline | pred='ylyytleltllyy' | pos_acc=6/14 (42.9%) | 387tok | 1.15s | len_mismatch(gold=14, pred=13)
CoT      | pred='ylyytleltllyy' | pos_acc=6/14 (42.9%) | 412tok | 1.24s | len_mismatch(gold=14, pred=13)
L2M      | pred='yyyynellyylley' | pos_acc=9/14 (64.3%) | 801tok | 4.17s
L2M-DV   | pred='yyyynelllyyey' | pos_acc=9/14 (64.3%) | 906tok | 3.81s | len_mismatch(gold=14, pred=13)
Baseline | pred='nnllnlnltynonn' | pos_acc=6/14 (42.9%) | 383tok | 1.30s
CoT      | pred='nnllnlnltynonn' | pos_acc=6/14 (42.9%) | 408tok | 2.50s
L2M      | pred='nllnnylyyyllnn' | pos_acc=11/14 (78.6%) | 799tok | 3.84s
L2M-DV   | pred='nllnnylyyyslnn' | pos_acc=12/14 (85.7%) | 900tok | 3.48s

### Batch Summary (n_words=14)
| Strategy | Accuracy | Tokens | Avg Time |
|----------|----------|--------|----------|
| Baseline |  45.00% | 7,705 | 1.309s |
| CoT      |  45.36% | 8,209 | 2.228s |
| L2M      |  78.21% | 16,003 | 4.359s |
| L2M-DV   |  87.14% | 18,632 | 4.669s |

======================================================================
num_words = 15 | batch_size = 20
Baseline | pred='nnynyyynnnnnnnn' | pos_acc=9/15 (60.0%) | 383tok | 0.96s
CoT      | pred='nnynynynynynynyn' | pos_acc=10/15 (66.7%) | 408tok | 1.07s | len_mismatch(gold=15, pred=16)
L2M      | pred='nlynnyyyyynynssn' | pos_acc=9/15 (60.0%) | 818tok | 3.50s | len_mismatch(gold=15, pred=16)
L2M-DV   | pred='nlynynyyyynnnsn' | pos_acc=13/15 (86.7%) | 1,124tok | 8.71s
Baseline | pred='llltyeygynslyer' | pos_acc=6/15 (40.0%) | 390tok | 1.05s
CoT      | pred='lllttyeeyynnyyr' | pos_acc=7/15 (46.7%) | 414tok | 1.42s
L2M      | pred='llmtyeeynynyyye' | pos_acc=13/15 (86.7%) | 824tok | 5.24s
L2M-DV   | pred='llmtyeynmynyyye' | pos_acc=13/15 (86.7%) | 927tok | 3.33s
Baseline | pred='nnnltylsetleblel' | pos_acc=4/15 (26.7%) | 394tok | 1.28s | len_mismatch(gold=15, pred=16)
CoT      | pred='nnnlltylsetlble' | pos_acc=4/15 (26.7%) | 418tok | 1.09s
L2M      | pred='nnycyyyeleteyl' | pos_acc=6/15 (40.0%) | 827tok | 3.73s | len_mismatch(gold=15, pred=14)
L2M-DV   | pred='nnycyyyyeleteyl' | pos_acc=10/15 (66.7%) | 1,144tok | 8.28s
Baseline | pred='elnnssytnltyyey' | pos_acc=4/15 (26.7%) | 387tok | 1.06s
CoT      | pred='elnnssytnltyyey' | pos_acc=4/15 (26.7%) | 412tok | 1.19s
L2M      | pred='eynssynyeexnlly' | pos_acc=10/15 (66.7%) | 821tok | 5.94s
L2M-DV   | pred='eynsymyelxnlty' | pos_acc=5/15 (33.3%) | 923tok | 5.81s | len_mismatch(gold=15, pred=14)
Baseline | pred='yntlynnmlyntyyg' | pos_acc=5/15 (33.3%) | 388tok | 1.20s
CoT      | pred='yntlynnnlyynyyg' | pos_acc=5/15 (33.3%) | 413tok | 1.25s
L2M      | pred='ynrynynmnnnyyyl' | pos_acc=12/15 (80.0%) | 822tok | 5.74s
L2M-DV   | pred='ynrynymnnyyyyl' | pos_acc=10/15 (66.7%) | 923tok | 3.66s | len_mismatch(gold=15, pred=14)
Baseline | pred='lyyonnnnyyssyyt' | pos_acc=7/15 (46.7%) | 395tok | 1.15s
CoT      | pred='lyyonnnnyyssyyt' | pos_acc=7/15 (46.7%) | 420tok | 1.04s
L2M      | pred='lymnnnnynyysemey' | pos_acc=12/15 (80.0%) | 829tok | 3.77s | len_mismatch(gold=15, pred=16)
L2M-DV   | pred='lymnnnnynysmeyy' | pos_acc=11/15 (73.3%) | 937tok | 7.09s
Baseline | pred='nnnynnnnnyyyyyy' | pos_acc=9/15 (60.0%) | 386tok | 1.13s
CoT      | pred='nnynngyynyyynyy' | pos_acc=11/15 (73.3%) | 411tok | 0.97s
L2M      | pred='nnyynnynynyyynny' | pos_acc=11/15 (73.3%) | 820tok | 3.16s | len_mismatch(gold=15, pred=16)
L2M-DV   | pred='nnyynynynyyyyyn' | pos_acc=9/15 (60.0%) | 923tok | 5.22s
Baseline | pred='nssyyllnntnssst' | pos_acc=6/15 (40.0%) | 392tok | 0.95s
