
======================================================================
num_words = 1 | batch_size = 20
Baseline | pred='y' | pos_acc=1/1 (100.0%) | 343tok | 1.34s
L2M-DV   | pred='yyeynyemnely' | pos_acc=11/12 (91.7%) | 902tok | 4.47s
Baseline | pred='yllnynlssnnn' | pos_acc=7/12 (58.3%) | 384tok | 0.89s
CoT      | pred='yllnnlyyynnn' | pos_acc=5/12 (41.7%) | 408tok | 0.82s
L2M      | pred='yllnyyctssnn' | pos_acc=7/12 (58.3%) | 628tok | 2.64s
L2M-DV   | pred='ylynyycsmnny' | pos_acc=12/12 (100.0%) | 864tok | 3.47s
Baseline | pred='yyylnlnngne' | pos_acc=4/12 (33.3%) | 377tok | 1.06s | len_mismatch(gold=12, pred=11)
CoT      | pred='yyylnlnngne' | pos_acc=4/12 (33.3%) | 402tok | 1.00s | len_mismatch(gold=12, pred=11)
L2M      | pred='yyynnyngynee' | pos_acc=9/12 (75.0%) | 586tok | 3.11s
L2M-DV   | pred='yyynyyngyyne' | pos_acc=12/12 (100.0%) | 886tok | 5.23s
Baseline | pred='yxnnnnyyyynn' | pos_acc=9/12 (75.0%) | 379tok | 0.83s
CoT      | pred='yxnnynyyynnn' | pos_acc=10/12 (83.3%) | 404tok | 0.95s
L2M      | pred='yrnnysnynnnn' | pos_acc=6/12 (50.0%) | 584tok | 2.90s
L2M-DV   | pred='yxnysnyyynnn' | pos_acc=12/12 (100.0%) | 855tok | 3.18s
Baseline | pred='nlnyytllnsss' | pos_acc=4/12 (33.3%) | 378tok | 1.04s
CoT      | pred='nlnltylgnsyy' | pos_acc=3/12 (25.0%) | 404tok | 1.38s
L2M      | pred='nnrynllnesy' | pos_acc=4/12 (33.3%) | 580tok | 2.58s | len_mismatch(gold=12, pred=11)
L2M-DV   | pred='nnrnylnenysy' | pos_acc=12/12 (100.0%) | 878tok | 6.26s
Baseline | pred='yntyynglnnnn' | pos_acc=7/12 (58.3%) | 374tok | 1.04s
CoT      | pred='yntyylnneon' | pos_acc=4/12 (33.3%) | 398tok | 0.90s | len_mismatch(gold=12, pred=11)
L2M      | pred='yngynnneensn' | pos_acc=7/12 (58.3%) | 581tok | 2.12s
L2M-DV   | pred='yngynneeennn' | pos_acc=9/12 (75.0%) | 816tok | 4.74s
Baseline | pred='eenyynetnno' | pos_acc=2/12 (16.7%) | 384tok | 0.93s | len_mismatch(gold=12, pred=11)
CoT      | pred='eynylnetvlen' | pos_acc=4/12 (33.3%) | 410tok | 1.39s
L2M      | pred='eytgnttveeinn' | pos_acc=6/12 (50.0%) | 632tok | 2.61s | len_mismatch(gold=12, pred=13)
L2M-DV   | pred='eymynyteyenn' | pos_acc=12/12 (100.0%) | 895tok | 4.80s
Baseline | pred='yntnngyytgye' | pos_acc=8/12 (66.7%) | 385tok | 1.12s
CoT      | pred='yntnnmlyssle' | pos_acc=8/12 (66.7%) | 407tok | 1.02s
L2M      | pred='ynennmyysnye' | pos_acc=12/12 (100.0%) | 593tok | 1.99s
L2M-DV   | pred='ynenmyyssnye' | pos_acc=9/12 (75.0%) | 860tok | 3.78s
Baseline | pred='nysyrlylxtyn' | pos_acc=6/12 (50.0%) | 384tok | 0.92s
CoT      | pred='ntyyllyltyy' | pos_acc=5/12 (41.7%) | 409tok | 0.97s | len_mismatch(gold=12, pred=11)
L2M      | pred='nysyrlylxlty' | pos_acc=7/12 (58.3%) | 618tok | 2.14s
L2M-DV   | pred='nyllyeyylxyn' | pos_acc=4/12 (33.3%) | 833tok | 2.99s
Baseline | pred='onlnltyllyss' | pos_acc=2/12 (16.7%) | 384tok | 0.82s
CoT      | pred='onlnltyllyss' | pos_acc=2/12 (16.7%) | 409tok | 0.96s
L2M      | pred='nenynneymys' | pos_acc=10/12 (83.3%) | 593tok | 3.22s | len_mismatch(gold=12, pred=11)
L2M-DV   | pred='nennynneymyys' | pos_acc=4/12 (33.3%) | 835tok | 4.03s | len_mismatch(gold=12, pred=13)
Baseline | pred='lyllyyltntn' | pos_acc=5/12 (41.7%) | 381tok | 1.26s | len_mismatch(gold=12, pred=11)
CoT      | pred='nlyltylntel' | pos_acc=3/12 (25.0%) | 406tok | 0.77s | len_mismatch(gold=12, pred=11)
L2M      | pred='nglelyytnoel' | pos_acc=6/12 (50.0%) | 623tok | 2.66s
L2M-DV   | pred='nyelyyyyynnel' | pos_acc=9/12 (75.0%) | 852tok | 4.72s | len_mismatch(gold=12, pred=13)
Baseline | pred='yyylyelntnnn' | pos_acc=7/12 (58.3%) | 381tok | 0.99s
CoT      | pred='yyrlyetnnen' | pos_acc=6/12 (50.0%) | 405tok | 0.85s | len_mismatch(gold=12, pred=11)
L2M      | pred='yyeeyennnnn' | pos_acc=9/12 (75.0%) | 585tok | 1.82s | len_mismatch(gold=12, pred=11)
L2M-DV   | pred='yyeyyeeynnnn' | pos_acc=11/12 (91.7%) | 868tok | 4.79s
Baseline | pred='sytnoalymyy' | pos_acc=4/12 (33.3%) | 374tok | 0.97s | len_mismatch(gold=12, pred=11)
CoT      | pred='syntnlnrtyy' | pos_acc=7/12 (58.3%) | 400tok | 1.03s | len_mismatch(gold=12, pred=11)
L2M      | pred='synnyllryyy' | pos_acc=9/12 (75.0%) | 584tok | 2.59s | len_mismatch(gold=12, pred=11)
L2M-DV   | pred='tynnyylnryyy' | pos_acc=6/12 (50.0%) | 819tok | 4.07s
Baseline | pred='nglyytynntnn' | pos_acc=5/12 (41.7%) | 375tok | 1.47s
CoT      | pred='ntytnnnyynnn' | pos_acc=8/12 (66.7%) | 401tok | 0.90s
L2M      | pred='nglyyonnynnn' | pos_acc=7/12 (58.3%) | 601tok | 2.28s
L2M-DV   | pred='nyytynrnynnn' | pos_acc=12/12 (100.0%) | 885tok | 3.70s
Baseline | pred='nneneeyeeve' | pos_acc=5/12 (41.7%) | 378tok | 0.92s | len_mismatch(gold=12, pred=11)
CoT      | pred='nneneayeeve' | pos_acc=5/12 (41.7%) | 403tok | 1.26s | len_mismatch(gold=12, pred=11)
L2M      | pred='nneennereye' | pos_acc=8/12 (66.7%) | 586tok | 2.34s | len_mismatch(gold=12, pred=11)
L2M-DV   | pred='nnennyereyee' | pos_acc=11/12 (91.7%) | 826tok | 3.09s
Baseline | pred='elnmneynyyty' | pos_acc=7/12 (58.3%) | 381tok | 0.84s
CoT      | pred='elmnleeyylyt' | pos_acc=7/12 (58.3%) | 406tok | 0.93s
L2M      | pred='emnnneyyyyyy' | pos_acc=10/12 (83.3%) | 585tok | 2.85s
L2M-DV   | pred='ennneneyyyyy' | pos_acc=8/12 (66.7%) | 832tok | 2.72s
Baseline | pred='nnntyyllnnsn' | pos_acc=6/12 (50.0%) | 379tok | 0.99s
CoT      | pred='nnntyyllnnsn' | pos_acc=6/12 (50.0%) | 404tok | 0.91s
L2M      | pred='nnnyynlyennn' | pos_acc=11/12 (91.7%) | 614tok | 2.35s
L2M-DV   | pred='nnnyynlyeynn' | pos_acc=12/12 (100.0%) | 827tok | 3.44s
Baseline | pred='ednnlylrynnn' | pos_acc=6/12 (50.0%) | 382tok | 1.44s
CoT      | pred='ednnlylrynnn' | pos_acc=6/12 (50.0%) | 407tok | 1.02s
L2M      | pred='endylltynnn' | pos_acc=7/12 (58.3%) | 593tok | 2.55s | len_mismatch(gold=12, pred=11)
L2M-DV   | pred='ennyltynnnnn' | pos_acc=12/12 (100.0%) | 891tok | 3.67s

### Batch Summary (n_words=12)
| Strategy | Accuracy | Tokens | Avg Time |
|----------|----------|--------|----------|
| Baseline |  45.42% | 7,606 | 1.018s |
| CoT      |  44.58% | 8,105 | 1.022s |
| L2M      |  68.33% | 11,972 | 2.489s |
| L2M-DV   |  82.92% | 17,105 | 4.055s |

======================================================================
num_words = 13 | batch_size = 20
Baseline | pred='ynoanllgntlyy' | pos_acc=6/13 (46.2%) | 385tok | 1.12s
CoT      | pred='ynoanllgntlyy' | pos_acc=6/13 (46.2%) | 410tok | 1.00s
L2M      | pred='ynennyneneyny' | pos_acc=9/13 (69.2%) | 596tok | 2.33s
L2M-DV   | pred='ynennllenyen' | pos_acc=11/13 (84.6%) | 837tok | 3.25s | len_mismatch(gold=13, pred=12)
Baseline | pred='ynegllyltyyiy' | pos_acc=5/13 (38.5%) | 378tok | 1.41s
CoT      | pred='yneclcltynnyy' | pos_acc=8/13 (61.5%) | 403tok | 1.12s
L2M      | pred='ynmcclyyyynny' | pos_acc=10/13 (76.9%) | 584tok | 4.63s
L2M-DV   | pred='ynmcclyyynnny' | pos_acc=11/13 (84.6%) | 838tok | 4.25s
Baseline | pred='nertsyelglnal' | pos_acc=4/13 (30.8%) | 388tok | 0.93s
CoT      | pred='nertsyelgllnl' | pos_acc=5/13 (38.5%) | 413tok | 1.00s
L2M      | pred='neysyeeyelsnl' | pos_acc=10/13 (76.9%) | 596tok | 2.16s
L2M-DV   | pred='neysyeyellsnl' | pos_acc=13/13 (100.0%) | 855tok | 3.05s
Baseline | pred='ealmsnnleynn' | pos_acc=4/13 (30.8%) | 387tok | 1.44s | len_mismatch(gold=13, pred=12)
CoT      | pred='eledmnlyenonn' | pos_acc=7/13 (53.8%) | 411tok | 1.29s
L2M      | pred='elemmnyeneen' | pos_acc=11/13 (84.6%) | 602tok | 2.77s | len_mismatch(gold=13, pred=12)
L2M-DV   | pred='elemmmnyeneyn' | pos_acc=6/13 (46.2%) | 870tok | 4.06s
Baseline | pred='ngnnltetnlyn' | pos_acc=6/13 (46.2%) | 382tok | 1.40s | len_mismatch(gold=13, pred=12)
CoT      | pred='nnntlltyeeynn' | pos_acc=7/13 (53.8%) | 407tok | 1.44s
L2M      | pred='nnntlltyeylne' | pos_acc=6/13 (46.2%) | 628tok | 2.52s
L2M-DV   | pred='nnnnlyeeyelyn' | pos_acc=9/13 (69.2%) | 839tok | 2.76s
Baseline | pred='ylytylnssnntnce' | pos_acc=3/13 (23.1%) | 386tok | 2.16s | len_mismatch(gold=13, pred=15)
CoT      | pred='ylytylnssyeyn' | pos_acc=2/13 (15.4%) | 410tok | 0.97s
L2M      | pred='yyeylllsyyne' | pos_acc=7/13 (53.8%) | 596tok | 2.17s | len_mismatch(gold=13, pred=12)
L2M-DV   | pred='yyeyllstyyyyyn' | pos_acc=9/13 (69.2%) | 788tok | 3.31s | len_mismatch(gold=13, pred=14)
Baseline | pred='eylnssnnlneey' | pos_acc=5/13 (38.5%) | 381tok | 0.88s
CoT      | pred='eylnssnnlneey' | pos_acc=5/13 (38.5%) | 406tok | 1.20s
L2M      | pred='yelettsnngllty' | pos_acc=2/13 (15.4%) | 615tok | 3.02s | len_mismatch(gold=13, pred=14)
L2M-DV   | pred='yensnnnclnney' | pos_acc=13/13 (100.0%) | 838tok | 3.36s
Baseline | pred='cndynonvlylnl' | pos_acc=6/13 (46.2%) | 385tok | 1.14s
CoT      | pred='cndynogeyltnl' | pos_acc=6/13 (46.2%) | 410tok | 1.25s
L2M      | pred='cnyndyggnlynl' | pos_acc=8/13 (61.5%) | 628tok | 1.84s
L2M-DV   | pred='cnynnyyenynnl' | pos_acc=13/13 (100.0%) | 866tok | 5.01s
Baseline | pred='yeeeetnnnmmn' | pos_acc=5/13 (38.5%) | 391tok | 1.09s | len_mismatch(gold=13, pred=12)
CoT      | pred='yveelntnlnnmn' | pos_acc=5/13 (38.5%) | 417tok | 0.85s
L2M      | pred='yyeeemnlyysmn' | pos_acc=12/13 (92.3%) | 608tok | 2.54s
L2M-DV   | pred='yyeeemnllysmmn' | pos_acc=11/13 (84.6%) | 880tok | 3.91s | len_mismatch(gold=13, pred=14)
Baseline | pred='nnnereltntyl' | pos_acc=4/13 (30.8%) | 385tok | 0.91s | len_mismatch(gold=13, pred=12)
CoT      | pred='nnnereltntyy' | pos_acc=4/13 (30.8%) | 410tok | 1.39s | len_mismatch(gold=13, pred=12)
L2M      | pred='nnyeyermcnley' | pos_acc=13/13 (100.0%) | 599tok | 3.26s
L2M-DV   | pred='nnyeyyermcnly' | pos_acc=6/13 (46.2%) | 865tok | 5.80s
Baseline | pred='nnlnnnnntnntt' | pos_acc=7/13 (53.8%) | 378tok | 1.63s
CoT      | pred='nnlnnnnntntyy' | pos_acc=6/13 (46.2%) | 402tok | 1.19s
L2M      | pred='nlntngynntty' | pos_acc=7/13 (53.8%) | 612tok | 2.87s | len_mismatch(gold=13, pred=12)
L2M-DV   | pred='nlnlnnynnnty' | pos_acc=10/13 (76.9%) | 889tok | 4.28s | len_mismatch(gold=13, pred=12)
Baseline | pred='yyltynlyllyyly' | pos_acc=4/13 (30.8%) | 389tok | 1.36s | len_mismatch(gold=13, pred=14)
CoT      | pred='yyltynlyllyyly' | pos_acc=4/13 (30.8%) | 414tok | 0.69s | len_mismatch(gold=13, pred=14)
L2M      | pred='yyllynnyeeyyy' | pos_acc=5/13 (38.5%) | 639tok | 2.10s
L2M-DV   | pred='yylynyyeiynyy' | pos_acc=12/13 (92.3%) | 844tok | 3.34s
Baseline | pred='lclntyyeyynl' | pos_acc=3/13 (23.1%) | 383tok | 0.98s | len_mismatch(gold=13, pred=12)
CoT      | pred='nllntyyynlonnl' | pos_acc=6/13 (46.2%) | 409tok | 1.04s | len_mismatch(gold=13, pred=14)
L2M      | pred='nlynyeynnyyl' | pos_acc=11/13 (84.6%) | 599tok | 1.68s | len_mismatch(gold=13, pred=12)
L2M-DV   | pred='nlynyeynnynl' | pos_acc=10/13 (76.9%) | 841tok | 3.20s | len_mismatch(gold=13, pred=12)
Baseline | pred='elnngmldnlyy' | pos_acc=6/13 (46.2%) | 384tok | 0.83s | len_mismatch(gold=13, pred=12)
CoT      | pred='elnngmldnlyy' | pos_acc=6/13 (46.2%) | 409tok | 1.39s | len_mismatch(gold=13, pred=12)
L2M      | pred='enlnycllnyyny' | pos_acc=11/13 (84.6%) | 591tok | 2.33s
L2M-DV   | pred='enlnymlnnyyny' | pos_acc=13/13 (100.0%) | 866tok | 6.02s
Baseline | pred='yelelnyngnnsn' | pos_acc=6/13 (46.2%) | 381tok | 0.88s
CoT      | pred='yelelnyngnno' | pos_acc=5/13 (38.5%) | 405tok | 0.91s | len_mismatch(gold=13, pred=12)
L2M      | pred='yelneyyyynmnn' | pos_acc=11/13 (84.6%) | 589tok | 3.14s
L2M-DV   | pred='yellneyyyymnn' | pos_acc=7/13 (53.8%) | 834tok | 3.23s
Baseline | pred='yrryggelntse' | pos_acc=6/13 (46.2%) | 382tok | 0.87s | len_mismatch(gold=13, pred=12)
CoT      | pred='yrrygynesetee' | pos_acc=7/13 (53.8%) | 407tok | 0.82s
L2M      | pred='yrnyggeeyonee' | pos_acc=10/13 (76.9%) | 598tok | 2.60s
L2M-DV   | pred='yrnygyeenynee' | pos_acc=10/13 (76.9%) | 859tok | 4.10s
Baseline | pred='cnyytlynoonnr' | pos_acc=7/13 (53.8%) | 383tok | 1.15s
CoT      | pred='cnylyyynnnnrrr' | pos_acc=10/13 (76.9%) | 410tok | 1.72s | len_mismatch(gold=13, pred=14)
L2M      | pred='cnllyyyynnnrr' | pos_acc=10/13 (76.9%) | 615tok | 3.25s
L2M-DV   | pred='clyyyyyynnnnr' | pos_acc=9/13 (69.2%) | 834tok | 4.11s
Baseline | pred='noytneerlnal' | pos_acc=3/13 (23.1%) | 384tok | 0.90s | len_mismatch(gold=13, pred=12)
CoT      | pred='onyylnnnoalll' | pos_acc=5/13 (38.5%) | 410tok | 0.97s
L2M      | pred='nyynenneyllll' | pos_acc=12/13 (92.3%) | 644tok | 3.18s
L2M-DV   | pred='nyynenneylnll' | pos_acc=13/13 (100.0%) | 901tok | 4.23s
Baseline | pred='ynoznlnymnnoz' | pos_acc=6/13 (46.2%) | 385tok | 1.01s
CoT      | pred='ynozntnynlnoz' | pos_acc=5/13 (38.5%) | 411tok | 0.99s
L2M      | pred='ynnsnlnyyyynn' | pos_acc=13/13 (100.0%) | 596tok | 2.32s
L2M-DV   | pred='ynnslnyyyynn' | pos_acc=8/13 (61.5%) | 840tok | 1.98s | len_mismatch(gold=13, pred=12)
Baseline | pred='stnmynnnlntly' | pos_acc=6/13 (46.2%) | 381tok | 1.13s
CoT      | pred='stmlgyntnlym' | pos_acc=4/13 (30.8%) | 406tok | 1.11s | len_mismatch(gold=13, pred=12)
L2M      | pred='snmyynnsslmy' | pos_acc=8/13 (61.5%) | 592tok | 1.92s | len_mismatch(gold=13, pred=12)
L2M-DV   | pred='snmyynnsynlmy' | pos_acc=13/13 (100.0%) | 897tok | 4.19s

### Batch Summary (n_words=13)
| Strategy | Accuracy | Tokens | Avg Time |
|----------|----------|--------|----------|
| Baseline |  39.23% | 7,678 | 1.161s |
| CoT      |  43.46% | 8,180 | 1.118s |
| L2M      |  71.54% | 12,127 | 2.632s |
| L2M-DV   |  79.62% | 17,081 | 3.871s |

======================================================================
num_words = 14 | batch_size = 20
Baseline | pred='nnynnnnnnnnnnn' | pos_acc=6/14 (42.9%) | 387tok | 1.55s
CoT      | pred='nnynnnnnnnnnnn' | pos_acc=6/14 (42.9%) | 412tok | 1.11s
L2M      | pred='nynyynntnnyye' | pos_acc=12/14 (85.7%) | 618tok | 3.44s | len_mismatch(gold=14, pred=13)
L2M-DV   | pred='nynynnntnnyyec' | pos_acc=14/14 (100.0%) | 915tok | 4.18s
Baseline | pred='yntylntnsglgcl' | pos_acc=5/14 (35.7%) | 383tok | 1.44s
CoT      | pred='yntlynyglnlcll' | pos_acc=6/14 (42.9%) | 409tok | 1.24s
L2M      | pred='yntylntssgmlc' | pos_acc=6/14 (42.9%) | 627tok | 1.83s | len_mismatch(gold=14, pred=13)
L2M-DV   | pred='ynsyynnsynmngl' | pos_acc=14/14 (100.0%) | 868tok | 6.11s
Baseline | pred='elyecnlnlylyey' | pos_acc=11/14 (78.6%) | 468tok | 3.02s
CoT      | pred='ealelntyllyey' | pos_acc=5/14 (35.7%) | 407tok | 1.40s | len_mismatch(gold=14, pred=13)
L2M      | pred='elyecnlnylyey' | pos_acc=11/14 (78.6%) | 595tok | 4.19s | len_mismatch(gold=14, pred=13)
L2M-DV   | pred='elyecnlnylyey' | pos_acc=11/14 (78.6%) | 847tok | 3.94s | len_mismatch(gold=14, pred=13)
Baseline | pred='nleeeeylnyynyy' | pos_acc=8/14 (57.1%) | 390tok | 1.02s
CoT      | pred='nleeeeylnyynyy' | pos_acc=8/14 (57.1%) | 415tok | 0.92s
L2M      | pred='nleeeetnnlyyy' | pos_acc=7/14 (50.0%) | 647tok | 1.83s | len_mismatch(gold=14, pred=13)
L2M-DV   | pred='neeeeynmnnyeyy' | pos_acc=11/14 (78.6%) | 852tok | 4.98s
Baseline | pred='ylyyssyggnnyy' | pos_acc=6/14 (42.9%) | 387tok | 1.97s | len_mismatch(gold=14, pred=13)
CoT      | pred='ylyyssyyxnnnny' | pos_acc=8/14 (57.1%) | 412tok | 1.08s
L2M      | pred='ylyytyyggnxynn' | pos_acc=6/14 (42.9%) | 626tok | 2.36s
L2M-DV   | pred='yylysyxyynynyn' | pos_acc=12/14 (85.7%) | 915tok | 4.95s
Baseline | pred='nnntelalnssnnn' | pos_acc=9/14 (64.3%) | 386tok | 1.06s
CoT      | pred='nnntneleynssnn' | pos_acc=8/14 (57.1%) | 410tok | 1.02s
L2M      | pred='nnntetllnysnon' | pos_acc=10/14 (71.4%) | 638tok | 2.01s
L2M-DV   | pred='nnnneeelynssnn' | pos_acc=9/14 (64.3%) | 874tok | 4.43s
Baseline | pred='nnlelneltylnsn' | pos_acc=7/14 (50.0%) | 384tok | 0.94s
CoT      | pred='nnlelnyeylntn' | pos_acc=4/14 (28.6%) | 410tok | 1.13s | len_mismatch(gold=14, pred=13)
L2M      | pred='nnleneylyyesn' | pos_acc=9/14 (64.3%) | 600tok | 1.78s | len_mismatch(gold=14, pred=13)
L2M-DV   | pred='nnelenyylyensn' | pos_acc=10/14 (71.4%) | 852tok | 2.91s
Baseline | pred='nlnyglynnymnnyv' | pos_acc=2/14 (14.3%) | 385tok | 1.23s | len_mismatch(gold=14, pred=15)
CoT      | pred='nlygnynltynnyg' | pos_acc=6/14 (42.9%) | 410tok | 1.72s
L2M      | pred='nnygyynnnyynyn' | pos_acc=11/14 (78.6%) | 603tok | 4.93s
L2M-DV   | pred='nnygyynnmnynn' | pos_acc=11/14 (78.6%) | 845tok | 5.13s | len_mismatch(gold=14, pred=13)
Baseline | pred='nonynnnnllnmmm' | pos_acc=7/14 (50.0%) | 387tok | 0.97s
CoT      | pred='nnveynnnnllnmm' | pos_acc=7/14 (50.0%) | 413tok | 0.95s
L2M      | pred='nnennnnnynllnm' | pos_acc=13/14 (92.9%) | 606tok | 1.94s
L2M-DV   | pred='nneynnnnynllnm' | pos_acc=14/14 (100.0%) | 878tok | 3.88s
Baseline | pred='ylllyyynnnnnn' | pos_acc=7/14 (50.0%) | 387tok | 1.02s | len_mismatch(gold=14, pred=13)
CoT      | pred='ylllyyynyyynn' | pos_acc=9/14 (64.3%) | 412tok | 0.83s | len_mismatch(gold=14, pred=13)
L2M      | pred='ylnyyyyyymyenn' | pos_acc=10/14 (71.4%) | 604tok | 2.14s
L2M-DV   | pred='ylnyyyymtyennn' | pos_acc=13/14 (92.9%) | 851tok | 4.15s
Baseline | pred='nonlyyynnnnnnn' | pos_acc=10/14 (71.4%) | 379tok | 0.76s
CoT      | pred='nonlyyylntnnnn' | pos_acc=8/14 (57.1%) | 404tok | 1.01s
L2M      | pred='nnnneyyyyynnn' | pos_acc=6/14 (42.9%) | 591tok | 2.63s | len_mismatch(gold=14, pred=13)
L2M-DV   | pred='nnyeyyyynnnyn' | pos_acc=12/14 (85.7%) | 838tok | 3.08s | len_mismatch(gold=14, pred=13)
Baseline | pred='ylyetnngnlynnn' | pos_acc=6/14 (42.9%) | 390tok | 1.41s
CoT      | pred='ylyetndnlynnn' | pos_acc=5/14 (35.7%) | 414tok | 0.94s | len_mismatch(gold=14, pred=13)
L2M      | pred='yylesnsyyeyyen' | pos_acc=11/14 (78.6%) | 600tok | 2.05s
L2M-DV   | pred='yylesnsyeyyyn' | pos_acc=11/14 (78.6%) | 856tok | 2.93s | len_mismatch(gold=14, pred=13)
Baseline | pred='nyrnnntnntyyve' | pos_acc=6/14 (42.9%) | 395tok | 0.78s
CoT      | pred='nyrnlnnmmnnyee' | pos_acc=8/14 (57.1%) | 421tok | 0.95s
L2M      | pred='nyveelednynyyv' | pos_acc=4/14 (28.6%) | 650tok | 2.77s
L2M-DV   | pred='nyenltnmnnyne' | pos_acc=12/14 (85.7%) | 865tok | 3.08s | len_mismatch(gold=14, pred=13)
Baseline | pred='nnynnnnnnnyyyy' | pos_acc=6/14 (42.9%) | 380tok | 1.00s
CoT      | pred='nnynnnnnnnyyyy' | pos_acc=6/14 (42.9%) | 405tok | 0.96s
L2M      | pred='nnynneeyyynry' | pos_acc=10/14 (71.4%) | 591tok | 2.84s | len_mismatch(gold=14, pred=13)
L2M-DV   | pred='nnynnyeemyyyry' | pos_acc=9/14 (64.3%) | 854tok | 3.49s
Baseline | pred='enynlnelntnonn' | pos_acc=7/14 (50.0%) | 384tok | 1.64s
CoT      | pred='enynlnelntnnoz' | pos_acc=6/14 (42.9%) | 410tok | 0.97s
L2M      | pred='eyyngnmntnnry' | pos_acc=8/14 (57.1%) | 634tok | 3.17s | len_mismatch(gold=14, pred=13)
L2M-DV   | pred='eyynnmennnnyyn' | pos_acc=14/14 (100.0%) | 870tok | 3.56s
Baseline | pred='yednynesltygy' | pos_acc=6/14 (42.9%) | 379tok | 1.02s | len_mismatch(gold=14, pred=13)
CoT      | pred='yednynelgtyyey' | pos_acc=6/14 (42.9%) | 405tok | 1.12s
L2M      | pred='yeyneeenylcccy' | pos_acc=7/14 (50.0%) | 596tok | 2.94s
L2M-DV   | pred='yeeneeenylcyyy' | pos_acc=8/14 (57.1%) | 843tok | 6.48s
Baseline | pred='lnnssyylntnlym' | pos_acc=7/14 (50.0%) | 384tok | 1.02s
CoT      | pred='lnnssyynlntmms' | pos_acc=7/14 (50.0%) | 409tok | 1.64s
L2M      | pred='lnnssyylltyym' | pos_acc=5/14 (35.7%) | 633tok | 1.91s | len_mismatch(gold=14, pred=13)
L2M-DV   | pred='lnnsyllyyynlmm' | pos_acc=8/14 (57.1%) | 847tok | 4.54s
Baseline | pred='nymtnlgnnneny' | pos_acc=6/14 (42.9%) | 382tok | 1.33s | len_mismatch(gold=14, pred=13)
CoT      | pred='nymntnmlnnooy' | pos_acc=3/14 (21.4%) | 407tok | 0.91s | len_mismatch(gold=14, pred=13)
L2M      | pred='nyyntnnxmylry' | pos_acc=3/14 (21.4%) | 594tok | 3.90s | len_mismatch(gold=14, pred=13)
L2M-DV   | pred='nyytnxmnylrnny' | pos_acc=14/14 (100.0%) | 865tok | 4.23s
Baseline | pred='ylyytleltlvey' | pos_acc=5/14 (35.7%) | 387tok | 0.93s | len_mismatch(gold=14, pred=13)
CoT      | pred='ylyynglyllyeyy' | pos_acc=8/14 (57.1%) | 413tok | 1.64s
L2M      | pred='yyyyneellyyey' | pos_acc=9/14 (64.3%) | 602tok | 1.77s | len_mismatch(gold=14, pred=13)
L2M-DV   | pred='yyyyneyyllyyyy' | pos_acc=12/14 (85.7%) | 874tok | 4.52s
Baseline | pred='nlltynlntnonn' | pos_acc=6/14 (42.9%) | 382tok | 1.84s | len_mismatch(gold=14, pred=13)
CoT      | pred='nnllnlnltynonn' | pos_acc=6/14 (42.9%) | 408tok | 1.20s
L2M      | pred='nlltynnlyyltno' | pos_acc=7/14 (50.0%) | 621tok | 3.19s
L2M-DV   | pred='nllynnlyyyslnn' | pos_acc=14/14 (100.0%) | 909tok | 7.06s

### Batch Summary (n_words=14)
| Strategy | Accuracy | Tokens | Avg Time |
|----------|----------|--------|----------|
| Baseline |  47.50% | 7,786 | 1.298s |
| CoT      |  46.43% | 8,206 | 1.137s |
| L2M      |  58.93% | 12,276 | 2.681s |
| L2M-DV   |  83.21% | 17,318 | 4.382s |

======================================================================
num_words = 15 | batch_size = 20
Baseline | pred='llltyeygynynyey' | pos_acc=6/15 (40.0%) | 390tok | 1.01s
CoT      | pred='llltyeygynynyey' | pos_acc=6/15 (40.0%) | 415tok | 1.40s
L2M      | pred='llmtyenyyymyyye' | pos_acc=13/15 (86.7%) | 606tok | 3.15s
L2M-DV   | pred='llmtyenymynyye' | pos_acc=13/15 (86.7%) | 916tok | 4.99s | len_mismatch(gold=15, pred=14)
Baseline | pred='nllnnnynynynnnn' | pos_acc=11/15 (73.3%) | 384tok | 1.34s
CoT      | pred='nnynynltynynsns' | pos_acc=9/15 (60.0%) | 408tok | 1.32s
L2M      | pred='nlynynnyyynynsn' | pos_acc=11/15 (73.3%) | 604tok | 2.44s
L2M-DV   | pred='nlynynyyynyynsn' | pos_acc=14/15 (93.3%) | 866tok | 5.33s
Baseline | pred='nlyltyllylblel' | pos_acc=5/15 (33.3%) | 394tok | 1.06s | len_mismatch(gold=15, pred=14)
CoT      | pred='nnnlltylsslelel' | pos_acc=5/15 (33.3%) | 418tok | 1.18s
L2M      | pred='nnnlyygglyeelee' | pos_acc=3/15 (20.0%) | 657tok | 3.14s
L2M-DV   | pred='nnyycyyeltteeyl' | pos_acc=9/15 (60.0%) | 865tok | 5.46s
Baseline | pred='elnnssytnltyity' | pos_acc=5/15 (33.3%) | 386tok | 1.30s
CoT      | pred='elnnssytnltyyey' | pos_acc=4/15 (26.7%) | 412tok | 1.91s
L2M      | pred='eylssynmmelxny' | pos_acc=3/15 (20.0%) | 607tok | 3.43s | len_mismatch(gold=15, pred=14)
L2M-DV   | pred='eynsynmmelxnllt' | pos_acc=12/15 (80.0%) | 876tok | 5.12s
Baseline | pred='yntlynnymnnyyylg' | pos_acc=8/15 (53.3%) | 389tok | 1.83s | len_mismatch(gold=15, pred=16)
