
======================================================================
num_words = 1 | batch_size = 20
Baseline | pred='s' | pos_acc=1/1 (100.0%) | compared=1
Baseline | pred='ynoznlnymnnoz' | pos_acc=6/13 (46.2%) | compared=13
CoT      | pred='ynozzlnymnnoz' | pos_acc=5/13 (38.5%) | compared=13
L2M      | pred='ynnsnlnyyyynn' | pos_acc=13/13 (100.0%) | compared=13
L2M-DV   | pred='ynnslnyyyynnn' | pos_acc=9/13 (69.2%) | compared=13
Baseline | pred='stnmynnnlgny' | pos_acc=4/13 (30.8%) | compared=12 | len_mismatch(gold=13, pred=12)
CoT      | pred='stnmynnnllyy' | pos_acc=4/13 (30.8%) | compared=12 | len_mismatch(gold=13, pred=12)
L2M      | pred='smyynnssnnnmy' | pos_acc=7/13 (53.8%) | compared=13
L2M-DV   | pred='snmyynnsynlmy' | pos_acc=13/13 (100.0%) | compared=13

[Batch Summary for n_words=13]
  Baseline  : 37.69%
  CoT       : 41.92%
  L2M       : 78.08%
  L2M-DV    : 87.69%

======================================================================
num_words = 14 | batch_size = 20
Baseline | pred='nnynnnnnnnnnnn' | pos_acc=6/14 (42.9%) | compared=14
CoT      | pred='nyrtynnnntyycc' | pos_acc=8/14 (57.1%) | compared=14
L2M      | pred='nynynnnnnyyec' | pos_acc=9/14 (64.3%) | compared=13 | len_mismatch(gold=14, pred=13)
L2M-DV   | pred='nynynnnnnyyenc' | pos_acc=10/14 (71.4%) | compared=14
Baseline | pred='yntylngnssgll' | pos_acc=4/14 (28.6%) | compared=13 | len_mismatch(gold=14, pred=13)
CoT      | pred='yntylntnssgll' | pos_acc=4/14 (28.6%) | compared=13 | len_mismatch(gold=14, pred=13)
L2M      | pred='ynsyynnsyynmngl' | pos_acc=9/14 (64.3%) | compared=14 | len_mismatch(gold=14, pred=15)
L2M-DV   | pred='ynsynnsyngnngl' | pos_acc=8/14 (57.1%) | compared=14
Baseline | pred='ealelntyllyty' | pos_acc=5/14 (35.7%) | compared=13 | len_mismatch(gold=14, pred=13)
CoT      | pred='ealelntyllyey' | pos_acc=5/14 (35.7%) | compared=13 | len_mismatch(gold=14, pred=13)
L2M      | pred='elyecnlnylyey' | pos_acc=11/14 (78.6%) | compared=13 | len_mismatch(gold=14, pred=13)
L2M-DV   | pred='elyecnlnylyey' | pos_acc=11/14 (78.6%) | compared=13 | len_mismatch(gold=14, pred=13)
Baseline | pred='nleeeetnlyeyy' | pos_acc=8/14 (57.1%) | compared=13 | len_mismatch(gold=14, pred=13)
CoT      | pred='nleeeeylnyynyy' | pos_acc=8/14 (57.1%) | compared=14
L2M      | pred='neeeeynmnnyyyy' | pos_acc=12/14 (85.7%) | compared=14
L2M-DV   | pred='neeeeynmnyeeyy' | pos_acc=13/14 (92.9%) | compared=14
Baseline | pred='ylyyssyggnnyy' | pos_acc=6/14 (42.9%) | compared=13 | len_mismatch(gold=14, pred=13)
CoT      | pred='ylyytyyggnxnny' | pos_acc=6/14 (42.9%) | compared=14
L2M      | pred='yylysyxyxnynyn' | pos_acc=13/14 (92.9%) | compared=14
L2M-DV   | pred='yylysyxyxnyynn' | pos_acc=11/14 (78.6%) | compared=14
Baseline | pred='nnlnelalnntnon' | pos_acc=7/14 (50.0%) | compared=14
CoT      | pred='nnntelalnssnnn' | pos_acc=9/14 (64.3%) | compared=14
L2M      | pred='nnnneeyynyyssn' | pos_acc=10/14 (71.4%) | compared=14
L2M-DV   | pred='nnnneelynysnnn' | pos_acc=14/14 (100.0%) | compared=14
Baseline | pred='nnlelneltynson' | pos_acc=5/14 (35.7%) | compared=14
CoT      | pred='nnlelnyeylntn' | pos_acc=4/14 (28.6%) | compared=13 | len_mismatch(gold=14, pred=13)
L2M      | pred='nnelynlyyyesnn' | pos_acc=8/14 (57.1%) | compared=14
L2M-DV   | pred='nnelnelyyensn' | pos_acc=7/14 (50.0%) | compared=13 | len_mismatch(gold=14, pred=13)
Baseline | pred='nlnyglynnymtyn' | pos_acc=4/14 (28.6%) | compared=14
CoT      | pred='nlnyglynnynnyg' | pos_acc=3/14 (21.4%) | compared=14
L2M      | pred='nnygyynnnyyyn' | pos_acc=10/14 (71.4%) | compared=13 | len_mismatch(gold=14, pred=13)
L2M-DV   | pred='nnygyynnmnyyyn' | pos_acc=14/14 (100.0%) | compared=14
Baseline | pred='nnveynnnlclmms' | pos_acc=6/14 (42.9%) | compared=14
CoT      | pred='nnveynnnnllnmm' | pos_acc=7/14 (50.0%) | compared=14
L2M      | pred='nnennnnynlllnm' | pos_acc=10/14 (71.4%) | compared=14
L2M-DV   | pred='nnennnnynlllnm' | pos_acc=10/14 (71.4%) | compared=14
Baseline | pred='ylllyyynsmnnn' | pos_acc=7/14 (50.0%) | compared=13 | len_mismatch(gold=14, pred=13)
CoT      | pred='ylllyyynyyynn' | pos_acc=9/14 (64.3%) | compared=13 | len_mismatch(gold=14, pred=13)
L2M      | pred='ylnyyyymyyennn' | pos_acc=14/14 (100.0%) | compared=14
L2M-DV   | pred='ylyyyyymyyennn' | pos_acc=13/14 (92.9%) | compared=14
Baseline | pred='nonlyyynnnnnnn' | pos_acc=10/14 (71.4%) | compared=14
CoT      | pred='nonlyyytnoonnn' | pos_acc=7/14 (50.0%) | compared=14
L2M      | pred='nnyeyyynnnnynn' | pos_acc=14/14 (100.0%) | compared=14
L2M-DV   | pred='nnyeyyynnnnynn' | pos_acc=14/14 (100.0%) | compared=14
Baseline | pred='ylyeeznnlyynee' | pos_acc=6/14 (42.9%) | compared=14
CoT      | pred='ylyetnsnlyyonn' | pos_acc=7/14 (50.0%) | compared=14
L2M      | pred='yylesnsyeyynen' | pos_acc=14/14 (100.0%) | compared=14
L2M-DV   | pred='yylesnsyeyyenn' | pos_acc=12/14 (85.7%) | compared=14
Baseline | pred='nyrnnntnndyeyee' | pos_acc=7/14 (50.0%) | compared=14 | len_mismatch(gold=14, pred=15)
CoT      | pred='nyrnlnnmmnnyee' | pos_acc=8/14 (57.1%) | compared=14
L2M      | pred='nyenltnmnnyne' | pos_acc=12/14 (85.7%) | compared=13 | len_mismatch(gold=14, pred=13)
L2M-DV   | pred='nyenltnmnnynye' | pos_acc=14/14 (100.0%) | compared=14
Baseline | pred='nnynnnnnnnyyyy' | pos_acc=6/14 (42.9%) | compared=14
CoT      | pred='nnynnnnnnnnnnn' | pos_acc=7/14 (50.0%) | compared=14
L2M      | pred='nnyynemyyyynny' | pos_acc=8/14 (57.1%) | compared=14
L2M-DV   | pred='nnyynemyyynny' | pos_acc=7/14 (50.0%) | compared=13 | len_mismatch(gold=14, pred=13)
Baseline | pred='enynlnelntnonn' | pos_acc=7/14 (50.0%) | compared=14
CoT      | pred='enynlnemnnnonn' | pos_acc=8/14 (57.1%) | compared=14
L2M      | pred='eyynnmeennnynn' | pos_acc=12/14 (85.7%) | compared=14
L2M-DV   | pred='eyynnmennnnynn' | pos_acc=13/14 (92.9%) | compared=14
Baseline | pred='yeteeylnnlyty' | pos_acc=3/14 (21.4%) | compared=13 | len_mismatch(gold=14, pred=13)
CoT      | pred='yednanltyycyy' | pos_acc=6/14 (42.9%) | compared=13 | len_mismatch(gold=14, pred=13)
L2M      | pred='yeyneeenylscyy' | pos_acc=7/14 (50.0%) | compared=14
L2M-DV   | pred='yeynyenlyscyyy' | pos_acc=12/14 (85.7%) | compared=14
Baseline | pred='lnnssyylntnlym' | pos_acc=7/14 (50.0%) | compared=14
CoT      | pred='lnnssyylntnsm' | pos_acc=5/14 (35.7%) | compared=13 | len_mismatch(gold=14, pred=13)
L2M      | pred='lnnsyllylnllnm' | pos_acc=9/14 (64.3%) | compared=14
L2M-DV   | pred='lnnsyylnynlnym' | pos_acc=14/14 (100.0%) | compared=14
Baseline | pred='nymtnlxnmnnnyn' | pos_acc=6/14 (42.9%) | compared=14
CoT      | pred='nymtnnmsnnooy' | pos_acc=5/14 (35.7%) | compared=13 | len_mismatch(gold=14, pred=13)
L2M      | pred='nyytnxmnylrnny' | pos_acc=14/14 (100.0%) | compared=14
L2M-DV   | pred='nyytnxmnylrnny' | pos_acc=14/14 (100.0%) | compared=14
Baseline | pred='ylyytleltlvey' | pos_acc=5/14 (35.7%) | compared=13 | len_mismatch(gold=14, pred=13)
CoT      | pred='ylyyngylrllvly' | pos_acc=8/14 (57.1%) | compared=14
L2M      | pred='yyyynellyllyey' | pos_acc=11/14 (78.6%) | compared=14
L2M-DV   | pred='yyyynellyyley' | pos_acc=7/14 (50.0%) | compared=13 | len_mismatch(gold=14, pred=13)
Baseline | pred='nnllnlnltynonn' | pos_acc=6/14 (42.9%) | compared=14
CoT      | pred='nnllnlnnynnnnn' | pos_acc=6/14 (42.9%) | compared=14
L2M      | pred='nllnnylyyyslnn' | pos_acc=12/14 (85.7%) | compared=14
L2M-DV   | pred='nllnnyyyyslnnn' | pos_acc=8/14 (57.1%) | compared=14

[Batch Summary for n_words=14]
  Baseline  : 43.21%
  CoT       : 46.43%
  L2M       : 78.21%
  L2M-DV    : 80.71%

======================================================================
num_words = 15 | batch_size = 20
Baseline | pred='nllnynllyyynssn' | pos_acc=10/15 (66.7%) | compared=15
CoT      | pred='nnynyyynynynynyn' | pos_acc=9/15 (60.0%) | compared=15 | len_mismatch(gold=15, pred=16)
L2M      | pred='nlynynyyyynynssn' | pos_acc=11/15 (73.3%) | compared=15 | len_mismatch(gold=15, pred=16)
L2M-DV   | pred='nlynynyyyynynsn' | pos_acc=12/15 (80.0%) | compared=15
Baseline | pred='llltyylnyynyyey' | pos_acc=8/15 (53.3%) | compared=15
CoT      | pred='llltynlnygnynre' | pos_acc=7/15 (46.7%) | compared=15
L2M      | pred='llmtyennymyyyyye' | pos_acc=10/15 (66.7%) | compared=15 | len_mismatch(gold=15, pred=16)
L2M-DV   | pred='llmtyeynmyyyyye' | pos_acc=12/15 (80.0%) | compared=15
Baseline | pred='nnnltylsgltlble' | pos_acc=3/15 (20.0%) | compared=15
CoT      | pred='nnnlltylsslelee' | pos_acc=4/15 (26.7%) | compared=15
L2M      | pred='nnycyyyeletell' | pos_acc=6/15 (40.0%) | compared=14 | len_mismatch(gold=15, pred=14)
L2M-DV   | pred='nnycyyyyeltelyl' | pos_acc=8/15 (53.3%) | compared=15
Baseline | pred='elnnssnntnllty' | pos_acc=2/15 (13.3%) | compared=14 | len_mismatch(gold=15, pred=14)
CoT      | pred='elnnssytnltyyey' | pos_acc=4/15 (26.7%) | compared=15
L2M      | pred='eynssynyyelxnly' | pos_acc=6/15 (40.0%) | compared=15
L2M-DV   | pred='eynsynmyelexnlty' | pos_acc=10/15 (66.7%) | compared=15 | len_mismatch(gold=15, pred=16)
Baseline | pred='yntlynnymnnyyyl' | pos_acc=8/15 (53.3%) | compared=15
CoT      | pred='yntlynnnlynyyyl' | pos_acc=8/15 (53.3%) | compared=15
L2M      | pred='ynrynynmnnnyyyl' | pos_acc=12/15 (80.0%) | compared=15
L2M-DV   | pred='ynrynymnnyyyyl' | pos_acc=10/15 (66.7%) | compared=14 | len_mismatch(gold=15, pred=14)
Baseline | pred='lyyonnnnnssyyt' | pos_acc=6/15 (40.0%) | compared=14 | len_mismatch(gold=15, pred=14)
CoT      | pred='lyyonnnnnssyyt' | pos_acc=6/15 (40.0%) | compared=14 | len_mismatch(gold=15, pred=14)
L2M      | pred='lymnnnnynyyysmey' | pos_acc=11/15 (73.3%) | compared=15 | len_mismatch(gold=15, pred=16)
L2M-DV   | pred='lymnnnnynynsmey' | pos_acc=14/15 (93.3%) | compared=15
Baseline | pred='nnynrgylyyynynm' | pos_acc=6/15 (40.0%) | compared=15
CoT      | pred='nnynynynynynynyn' | pos_acc=9/15 (60.0%) | compared=15 | len_mismatch(gold=15, pred=16)
L2M      | pred='nnyynnynynyyyny' | pos_acc=12/15 (80.0%) | compared=15
L2M-DV   | pred='nnyynynynynnnny' | pos_acc=10/15 (66.7%) | compared=15
Baseline | pred='nssyyssnnoaytss' | pos_acc=6/15 (40.0%) | compared=15
CoT      | pred='nnnyssllnntnsss' | pos_acc=8/15 (53.3%) | compared=15
L2M      | pred='nsnysylyennynns' | pos_acc=11/15 (73.3%) | compared=15
L2M-DV   | pred='nsnyyslyennynns' | pos_acc=13/15 (86.7%) | compared=15
Baseline | pred='nggnsmnleonllyl' | pos_acc=7/15 (46.7%) | compared=15
CoT      | pred='nggnnmlnlelnlly' | pos_acc=4/15 (26.7%) | compared=15
L2M      | pred='ngsmnyeyeynnyll' | pos_acc=6/15 (40.0%) | compared=15
L2M-DV   | pred='ngsmnyeenynnlly' | pos_acc=6/15 (40.0%) | compared=15
Baseline | pred='edmmynngnnttyn' | pos_acc=5/15 (33.3%) | compared=14 | len_mismatch(gold=15, pred=14)
CoT      | pred='edmmynngnlnytyn' | pos_acc=7/15 (46.7%) | compared=15
L2M      | pred='emmnynyyynnlyyn' | pos_acc=12/15 (80.0%) | compared=15
L2M-DV   | pred='emmnyynynnnlnyn' | pos_acc=14/15 (93.3%) | compared=15
Baseline | pred='sygyntnremsytty' | pos_acc=7/15 (46.7%) | compared=15
CoT      | pred='sygyntnctymtyy' | pos_acc=4/15 (26.7%) | compared=14 | len_mismatch(gold=15, pred=14)
L2M      | pred='seyyynreemnyycy' | pos_acc=13/15 (86.7%) | compared=15
L2M-DV   | pred='seyynyreemnyycy' | pos_acc=15/15 (100.0%) | compared=15
Baseline | pred='elnlntyltyyeyyx' | pos_acc=6/15 (40.0%) | compared=15
CoT      | pred='elnlntyltygyxkx' | pos_acc=4/15 (26.7%) | compared=15
L2M      | pred='eelylyyyyyenyyx' | pos_acc=12/15 (80.0%) | compared=15
L2M-DV   | pred='eelnlyyyyyenyyx' | pos_acc=13/15 (86.7%) | compared=15
Baseline | pred='nysytltynntnynn' | pos_acc=9/15 (60.0%) | compared=15
CoT      | pred='nymytorynnygyn' | pos_acc=9/15 (60.0%) | compared=14 | len_mismatch(gold=15, pred=14)
L2M      | pred='nyeyeyyynnyyynn' | pos_acc=15/15 (100.0%) | compared=15
L2M-DV   | pred='nyeyeyyyynyyyyn' | pos_acc=13/15 (86.7%) | compared=15
Baseline | pred='nylglnlntnntnnn' | pos_acc=3/15 (20.0%) | compared=15
CoT      | pred='lnnlllylnnnyonn' | pos_acc=5/15 (33.3%) | compared=15
L2M      | pred='ynynlnynllyymnnn' | pos_acc=7/15 (46.7%) | compared=15 | len_mismatch(gold=15, pred=16)
L2M-DV   | pred='ynylnylllyymnnn' | pos_acc=14/15 (93.3%) | compared=15
Baseline | pred='yynyyntnnnssyyr' | pos_acc=8/15 (53.3%) | compared=15
CoT      | pred='yynsyntnnnssyyr' | pos_acc=7/15 (46.7%) | compared=15
L2M      | pred='yytynnnennsmnyy' | pos_acc=11/15 (73.3%) | compared=15
L2M-DV   | pred='yyyynnnnensnymy' | pos_acc=12/15 (80.0%) | compared=15
Baseline | pred='mylntlnnlyeyee' | pos_acc=4/15 (26.7%) | compared=14 | len_mismatch(gold=15, pred=14)
CoT      | pred='yelalnnltylneee' | pos_acc=4/15 (26.7%) | compared=15
L2M      | pred='yenllneeyyyylee' | pos_acc=11/15 (73.3%) | compared=15
L2M-DV   | pred='yenlnlenyyyylne' | pos_acc=15/15 (100.0%) | compared=15
Baseline | pred='nlnnlnetnlnnntn' | pos_acc=9/15 (60.0%) | compared=15
CoT      | pred='nnsnoeltylnnnoe' | pos_acc=6/15 (40.0%) | compared=15
L2M      | pred='nnlnlnelymlllln' | pos_acc=9/15 (60.0%) | compared=15
L2M-DV   | pred='nnlnlneymlllny' | pos_acc=13/15 (86.7%) | compared=14 | len_mismatch(gold=15, pred=14)
Baseline | pred='ynoeyynnnlnnntn' | pos_acc=10/15 (66.7%) | compared=15
CoT      | pred='yntyyynnnlnnntn' | pos_acc=11/15 (73.3%) | compared=15
L2M      | pred='yneyynnnnlleyn' | pos_acc=11/15 (73.3%) | compared=14 | len_mismatch(gold=15, pred=14)
L2M-DV   | pred='yneyyylnlleynyn' | pos_acc=11/15 (73.3%) | compared=15
Baseline | pred='elenlnyeylntnss' | pos_acc=9/15 (60.0%) | compared=15
CoT      | pred='elenntnntnntnss' | pos_acc=6/15 (40.0%) | compared=15
L2M      | pred='elenlyyeelyeesn' | pos_acc=11/15 (73.3%) | compared=15
L2M-DV   | pred='elenlyyellyensn' | pos_acc=13/15 (86.7%) | compared=15
Baseline | pred='cnonntlynnnnnnn' | pos_acc=9/15 (60.0%) | compared=15
CoT      | pred='cnenngnnlntnnn' | pos_acc=7/15 (46.7%) | compared=14 | len_mismatch(gold=15, pred=14)
L2M      | pred='cnennlyyymlnnyn' | pos_acc=12/15 (80.0%) | compared=15
L2M-DV   | pred='cnennlyyymnnynn' | pos_acc=15/15 (100.0%) | compared=15

[Batch Summary for n_words=15]
  Baseline  : 45.00%
  CoT       : 43.00%
  L2M       : 69.67%
  L2M-DV    : 81.00%
----------------------------------------------------------------------
Average position-wise accuracy (Macro / Micro) | Exact Match
Baseline : 55.88% / 49.42% | EM: 10.33%
CoT      : 55.90% / 50.21% | EM: 10.00%
L2M      : 90.68% / 86.21% | EM: 64.00%
L2M-DV   : 91.63% / 88.38% | EM: 65.33%

======================================================================
Position-wise Accuracy by Number of Words (%)
======================================================================
 n_words |   Baseline |        CoT |        L2M |     L2M-DV
----------------------------------------------------------------------
       1 |     100.00 |     100.00 |     100.00 |     100.00
       2 |      67.50 |      65.00 |     100.00 |     100.00
       3 |      58.33 |      56.67 |     100.00 |     100.00
       4 |      62.50 |      61.25 |      96.25 |      96.25
       5 |      61.00 |      57.00 |      97.00 |      95.00
       6 |      60.00 |      57.50 |      96.67 |      96.67
       7 |      55.00 |      55.71 |      94.29 |      89.29
       8 |      55.62 |      56.25 |      97.50 |      91.88
       9 |      52.78 |      48.89 |      88.89 |      93.33
      10 |      48.50 |      53.50 |      87.50 |      91.00
      11 |      47.73 |      49.55 |      88.18 |      90.00
      12 |      43.33 |      45.83 |      87.92 |      81.67
      13 |      37.69 |      41.92 |      78.08 |      87.69
      14 |      43.21 |      46.43 |      78.21 |      80.71
      15 |      45.00 |      43.00 |      69.67 |      81.00
----------------------------------------------------------------------
   Micro |      49.42 |      50.21 |      86.21 |      88.38
   Macro |      55.88 |      55.90 |      90.68 |      91.63
      EM |      10.33 |      10.00 |      64.00 |      65.33
======================================================================

그래프가 저장되었습니다: experiments/20251215_173956/accuracy_comparison.png
