
======================================================================
num_words = 1 | batch_size = 20
Baseline | pred='s' | pos_acc=1/1 (100.0%) | 344tok | 1.30s
CoT      | pred='yyyynlgnnse' | pos_acc=3/12 (25.0%) | 403tok | 0.92s | len_mismatch(gold=12, pred=11)
L2M      | pred='yyynyyngyyne' | pos_acc=12/12 (100.0%) | 756tok | 3.94s
L2M-DV   | pred='yynynnygyyne' | pos_acc=7/12 (58.3%) | 1,000tok | 5.23s
Baseline | pred='yxrtyyssnnsn' | pos_acc=4/12 (33.3%) | 380tok | 1.23s
CoT      | pred='yxrtynssnnnn' | pos_acc=6/12 (50.0%) | 404tok | 1.79s
L2M      | pred='yxnynnynnnnn' | pos_acc=9/12 (75.0%) | 757tok | 3.56s
L2M-DV   | pred='yxnysnynynnn' | pos_acc=11/12 (91.7%) | 853tok | 4.80s
Baseline | pred='nlnnlylgnsly' | pos_acc=4/12 (33.3%) | 379tok | 0.82s
CoT      | pred='nlnltylgnssy' | pos_acc=4/12 (33.3%) | 404tok | 1.01s
L2M      | pred='nnrnylnneysy' | pos_acc=10/12 (83.3%) | 755tok | 4.29s
L2M-DV   | pred='nnrnylnenysy' | pos_acc=12/12 (100.0%) | 1,001tok | 7.51s
Baseline | pred='yntyynglnnnn' | pos_acc=7/12 (58.3%) | 374tok | 1.04s
CoT      | pred='yntyylnneon' | pos_acc=4/12 (33.3%) | 398tok | 1.13s | len_mismatch(gold=12, pred=11)
L2M      | pred='yngynneeynnn' | pos_acc=9/12 (75.0%) | 750tok | 6.56s
L2M-DV   | pred='yngynneynsnn' | pos_acc=12/12 (100.0%) | 839tok | 3.11s
Baseline | pred='eenyngtnnns' | pos_acc=4/12 (33.3%) | 384tok | 0.74s | len_mismatch(gold=12, pred=11)
CoT      | pred='eynylnetnnen' | pos_acc=4/12 (33.3%) | 410tok | 1.26s
L2M      | pred='eymynytneynn' | pos_acc=9/12 (75.0%) | 762tok | 3.02s
L2M-DV   | pred='eymynyteynyn' | pos_acc=10/12 (83.3%) | 855tok | 3.63s
Baseline | pred='yntnnsctyge' | pos_acc=4/12 (33.3%) | 382tok | 1.03s | len_mismatch(gold=12, pred=11)
CoT      | pred='yntnnslyyge' | pos_acc=5/12 (41.7%) | 407tok | 1.00s | len_mismatch(gold=12, pred=11)
L2M      | pred='ynennmyysnye' | pos_acc=12/12 (100.0%) | 758tok | 3.60s
L2M-DV   | pred='ynennmyysnye' | pos_acc=12/12 (100.0%) | 1,007tok | 5.57s
Baseline | pred='nysyrlyltyyy' | pos_acc=7/12 (58.3%) | 384tok | 1.15s
CoT      | pred='nysylgldltyy' | pos_acc=4/12 (33.3%) | 410tok | 1.01s
L2M      | pred='nylleyylxyny' | pos_acc=11/12 (91.7%) | 760tok | 3.38s
L2M-DV   | pred='nylyeeelyxny' | pos_acc=8/12 (66.7%) | 1,014tok | 5.74s
Baseline | pred='noanltylss' | pos_acc=1/12 (8.3%) | 383tok | 1.53s | len_mismatch(gold=12, pred=10)
CoT      | pred='onlnltyllyss' | pos_acc=2/12 (16.7%) | 409tok | 1.06s
L2M      | pred='nenynneymnys' | pos_acc=10/12 (83.3%) | 761tok | 4.91s
L2M-DV   | pred='nenyneymynns' | pos_acc=7/12 (58.3%) | 858tok | 3.16s
Baseline | pred='lyllyyltntn' | pos_acc=5/12 (41.7%) | 381tok | 1.08s | len_mismatch(gold=12, pred=11)
CoT      | pred='nlyltyylnene' | pos_acc=5/12 (41.7%) | 406tok | 1.12s
L2M      | pred='nyelyyynnnel' | pos_acc=11/12 (91.7%) | 757tok | 3.05s
L2M-DV   | pred='nyelyyyyynel' | pos_acc=11/12 (91.7%) | 852tok | 3.04s
Baseline | pred='yyylyelntnnn' | pos_acc=7/12 (58.3%) | 381tok | 0.90s
CoT      | pred='yyrlyelntnein' | pos_acc=5/12 (41.7%) | 406tok | 1.23s | len_mismatch(gold=12, pred=13)
L2M      | pred='yyeeyennnnnn' | pos_acc=10/12 (83.3%) | 758tok | 2.96s
L2M-DV   | pred='yyeeynynnnnn' | pos_acc=8/12 (66.7%) | 838tok | 5.60s
Baseline | pred='synglnrtyymn' | pos_acc=4/12 (33.3%) | 375tok | 0.92s
CoT      | pred='syntlnrtyyy' | pos_acc=5/12 (41.7%) | 399tok | 0.82s | len_mismatch(gold=12, pred=11)
L2M      | pred='synnylnrymyy' | pos_acc=12/12 (100.0%) | 752tok | 3.56s
L2M-DV   | pred='synnylnrymyy' | pos_acc=12/12 (100.0%) | 848tok | 3.56s
Baseline | pred='nysntnoonssn' | pos_acc=4/12 (33.3%) | 376tok | 0.94s
CoT      | pred='ntytnnnnnnnn' | pos_acc=8/12 (66.7%) | 401tok | 0.96s
L2M      | pred='nyytynrnynnn' | pos_acc=12/12 (100.0%) | 753tok | 2.86s
L2M-DV   | pred='nyytynrnynnn' | pos_acc=12/12 (100.0%) | 847tok | 3.41s
Baseline | pred='nneneeyeeve' | pos_acc=5/12 (41.7%) | 378tok | 0.97s | len_mismatch(gold=12, pred=11)
CoT      | pred='nneneeyeeve' | pos_acc=5/12 (41.7%) | 403tok | 0.97s | len_mismatch(gold=12, pred=11)
L2M      | pred='nnennyereyye' | pos_acc=12/12 (100.0%) | 757tok | 3.28s
L2M-DV   | pred='nnennyereyye' | pos_acc=12/12 (100.0%) | 854tok | 3.21s
Baseline | pred='elmnleeyylt' | pos_acc=6/12 (50.0%) | 381tok | 0.72s | len_mismatch(gold=12, pred=11)
CoT      | pred='elmnleeyyyl' | pos_acc=7/12 (58.3%) | 406tok | 1.02s | len_mismatch(gold=12, pred=11)
L2M      | pred='enmnneyyyyyy' | pos_acc=12/12 (100.0%) | 758tok | 2.90s
L2M-DV   | pred='enmnneyyyyyy' | pos_acc=12/12 (100.0%) | 842tok | 7.01s
Baseline | pred='nnlnylnetnnn' | pos_acc=5/12 (41.7%) | 379tok | 0.90s
CoT      | pred='nnneynltynnn' | pos_acc=8/12 (66.7%) | 404tok | 0.98s
L2M      | pred='nnnyynlyeynn' | pos_acc=12/12 (100.0%) | 756tok | 3.42s
L2M-DV   | pred='nnnyynlyeyn' | pos_acc=11/12 (91.7%) | 1,011tok | 4.00s | len_mismatch(gold=12, pred=11)
Baseline | pred='ednnlylgnnnn' | pos_acc=7/12 (58.3%) | 382tok | 0.94s
CoT      | pred='ednnlylgnnnn' | pos_acc=7/12 (58.3%) | 407tok | 0.87s
L2M      | pred='ennyllytnnnn' | pos_acc=10/12 (83.3%) | 759tok | 4.11s
L2M-DV   | pred='ennyltynnnn' | pos_acc=11/12 (91.7%) | 1,017tok | 5.23s | len_mismatch(gold=12, pred=11)

### Batch Summary (n_words=12)
| Strategy | Accuracy | Tokens | Avg Time |
|----------|----------|--------|----------|
| Baseline |  40.42% | 7,605 | 1.032s |
| CoT      |  42.92% | 8,107 | 1.059s |
| L2M      |  86.67% | 15,147 | 3.696s |
| L2M-DV   |  86.25% | 17,939 | 4.421s |

======================================================================
num_words = 13 | batch_size = 20
Baseline | pred='ynoenllgntlyy' | pos_acc=6/13 (46.2%) | 385tok | 1.00s
CoT      | pred='ynoonlrlgntly' | pos_acc=5/13 (38.5%) | 410tok | 1.72s
L2M      | pred='ynennlleyneny' | pos_acc=10/13 (76.9%) | 779tok | 2.71s
L2M-DV   | pred='ynennlyeneyny' | pos_acc=11/13 (84.6%) | 1,030tok | 4.48s
Baseline | pred='ynelelltynnyy' | pos_acc=8/13 (61.5%) | 378tok | 1.00s
CoT      | pred='ynenclclltyyy' | pos_acc=5/13 (38.5%) | 402tok | 1.01s
L2M      | pred='ynmccnlyynnyy' | pos_acc=10/13 (76.9%) | 775tok | 3.21s
L2M-DV   | pred='ynmcnlyyynnyy' | pos_acc=13/13 (100.0%) | 866tok | 5.10s
Baseline | pred='nerlssleelnaa' | pos_acc=4/13 (30.8%) | 387tok | 1.41s
CoT      | pred='neseeylctnll' | pos_acc=2/13 (15.4%) | 413tok | 1.22s | len_mismatch(gold=13, pred=12)
L2M      | pred='neysyeyellsnl' | pos_acc=13/13 (100.0%) | 784tok | 3.89s
L2M-DV   | pred='neysyeeyellsn' | pos_acc=7/13 (53.8%) | 882tok | 4.80s
Baseline | pred='eledmslnnntn' | pos_acc=6/13 (46.2%) | 388tok | 1.06s | len_mismatch(gold=13, pred=12)
CoT      | pred='eenesmnlnnngn' | pos_acc=3/13 (23.1%) | 412tok | 1.24s
L2M      | pred='elemmnyeneynn' | pos_acc=13/13 (100.0%) | 783tok | 3.90s
L2M-DV   | pred='elemmneynynnn' | pos_acc=9/13 (69.2%) | 869tok | 4.22s
Baseline | pred='ngnnltetynnoe' | pos_acc=6/13 (46.2%) | 382tok | 1.37s
CoT      | pred='nnntlltyeetn' | pos_acc=6/13 (46.2%) | 407tok | 1.14s | len_mismatch(gold=13, pred=12)
L2M      | pred='nnnnlyeyellyn' | pos_acc=12/13 (92.3%) | 779tok | 2.97s
L2M-DV   | pred='nnnnlyeyelnyn' | pos_acc=13/13 (100.0%) | 875tok | 4.73s
Baseline | pred='ylyetlnssyene' | pos_acc=4/13 (30.8%) | 384tok | 1.05s
CoT      | pred='ylytylnssyynce' | pos_acc=4/13 (30.8%) | 410tok | 0.98s | len_mismatch(gold=13, pred=14)
L2M      | pred='yyeylllsyynye' | pos_acc=8/13 (61.5%) | 781tok | 2.84s
L2M-DV   | pred='yyelllsyynne' | pos_acc=9/13 (69.2%) | 880tok | 3.68s | len_mismatch(gold=13, pred=12)
Baseline | pred='eylnssnnltety' | pos_acc=3/13 (23.1%) | 380tok | 1.00s
CoT      | pred='eylnssnnlnyei' | pos_acc=4/13 (30.8%) | 406tok | 0.99s
L2M      | pred='yensnnnclnney' | pos_acc=13/13 (100.0%) | 778tok | 2.62s
L2M-DV   | pred='yensnnnclnney' | pos_acc=13/13 (100.0%) | 879tok | 3.40s
Baseline | pred='cndynonvlylrl' | pos_acc=5/13 (38.5%) | 385tok | 0.87s
CoT      | pred='cndnnonlvelel' | pos_acc=5/13 (38.5%) | 409tok | 1.02s
L2M      | pred='cnynnyyeynynl' | pos_acc=10/13 (76.9%) | 782tok | 3.47s
L2M-DV   | pred='cnynnyyeynynl' | pos_acc=10/13 (76.9%) | 878tok | 4.23s
Baseline | pred='yyyelntnnmnoo' | pos_acc=3/13 (23.1%) | 392tok | 0.79s
CoT      | pred='yveelntnltmnm' | pos_acc=3/13 (23.1%) | 417tok | 1.65s
L2M      | pred='yyeemnnlcysmn' | pos_acc=11/13 (84.6%) | 788tok | 2.83s
L2M-DV   | pred='yyeeemnlcysmn' | pos_acc=13/13 (100.0%) | 1,070tok | 6.81s
Baseline | pred='nnnereltngyy' | pos_acc=4/13 (30.8%) | 385tok | 2.06s | len_mismatch(gold=13, pred=12)
CoT      | pred='nnnereltntyy' | pos_acc=4/13 (30.8%) | 410tok | 1.54s | len_mismatch(gold=13, pred=12)
L2M      | pred='nnyeyermcnley' | pos_acc=13/13 (100.0%) | 781tok | 5.77s
L2M-DV   | pred='nnyeyermcnley' | pos_acc=13/13 (100.0%) | 855tok | 3.29s
Baseline | pred='nnlnnnnntnnty' | pos_acc=8/13 (61.5%) | 377tok | 0.98s
CoT      | pred='nnlnnnnntntyt' | pos_acc=5/13 (38.5%) | 402tok | 1.54s
L2M      | pred='nlnlyynnnttyy' | pos_acc=7/13 (53.8%) | 774tok | 4.33s
L2M-DV   | pred='nlnlnnynnnnty' | pos_acc=13/13 (100.0%) | 865tok | 4.73s
Baseline | pred='yyltynyeyllyy' | pos_acc=8/13 (61.5%) | 388tok | 1.11s
CoT      | pred='yyyynnnnlyyy' | pos_acc=6/13 (46.2%) | 412tok | 0.96s | len_mismatch(gold=13, pred=12)
L2M      | pred='yylynyyeyynyy' | pos_acc=13/13 (100.0%) | 784tok | 3.49s
L2M-DV   | pred='yylynyyyeyynyy' | pos_acc=9/13 (69.2%) | 887tok | 3.64s | len_mismatch(gold=13, pred=14)
Baseline | pred='lglntyyrylnal' | pos_acc=3/13 (23.1%) | 383tok | 0.85s
CoT      | pred='lglntyyynlonnl' | pos_acc=4/13 (30.8%) | 409tok | 1.13s | len_mismatch(gold=13, pred=14)
L2M      | pred='nlynyeynnynnl' | pos_acc=12/13 (92.3%) | 779tok | 3.59s
L2M-DV   | pred='nlynynynnyynl' | pos_acc=12/13 (92.3%) | 876tok | 3.48s
Baseline | pred='eenngnnyyoyy' | pos_acc=3/13 (23.1%) | 383tok | 0.91s | len_mismatch(gold=13, pred=12)
CoT      | pred='eenngmllnnyy' | pos_acc=6/13 (46.2%) | 408tok | 0.81s | len_mismatch(gold=13, pred=12)
L2M      | pred='elnnymlnnyyny' | pos_acc=11/13 (84.6%) | 780tok | 2.70s
L2M-DV   | pred='elnnymlnnyyny' | pos_acc=11/13 (84.6%) | 876tok | 3.94s
Baseline | pred='yelelnyngnmnm' | pos_acc=6/13 (46.2%) | 381tok | 0.98s
CoT      | pred='yelelnyngnno' | pos_acc=5/13 (38.5%) | 405tok | 1.50s | len_mismatch(gold=13, pred=12)
L2M      | pred='yelyeyyyynmyn' | pos_acc=11/13 (84.6%) | 777tok | 2.87s
L2M-DV   | pred='yelneyyynnmyn' | pos_acc=13/13 (100.0%) | 871tok | 3.45s
Baseline | pred='yrryggelntse' | pos_acc=6/13 (46.2%) | 382tok | 1.13s | len_mismatch(gold=13, pred=12)
CoT      | pred='yrryggelntnep' | pos_acc=7/13 (53.8%) | 408tok | 1.45s
L2M      | pred='yrnyggeeyyneee' | pos_acc=10/13 (76.9%) | 778tok | 3.57s | len_mismatch(gold=13, pred=14)
L2M-DV   | pred='yrnygyennnnee' | pos_acc=12/13 (92.3%) | 874tok | 4.57s
Baseline | pred='cnyytltynnrre' | pos_acc=5/13 (38.5%) | 384tok | 0.95s
CoT      | pred='cnylyytynoonnr' | pos_acc=5/13 (38.5%) | 408tok | 1.04s | len_mismatch(gold=13, pred=14)
L2M      | pred='clyyyyyynnnnr' | pos_acc=9/13 (69.2%) | 779tok | 2.49s
L2M-DV   | pred='cnyyyyynnnner' | pos_acc=12/13 (92.3%) | 874tok | 4.05s
Baseline | pred='nyynnenyllll' | pos_acc=7/13 (53.8%) | 466tok | 2.26s | len_mismatch(gold=13, pred=12)
CoT      | pred='noynneeeetll' | pos_acc=5/13 (38.5%) | 409tok | 0.89s | len_mismatch(gold=13, pred=12)
L2M      | pred='nyynennelylll' | pos_acc=10/13 (76.9%) | 780tok | 5.53s
L2M-DV   | pred='nyynennelynll' | pos_acc=11/13 (84.6%) | 880tok | 2.95s
Baseline | pred='ynoznlyyynnnn' | pos_acc=8/13 (61.5%) | 385tok | 0.92s
CoT      | pred='ynozntynlntn' | pos_acc=4/13 (30.8%) | 410tok | 1.12s | len_mismatch(gold=13, pred=12)
L2M      | pred='ynnsnlnyyyynn' | pos_acc=13/13 (100.0%) | 780tok | 3.59s
L2M-DV   | pred='ynnslnyyyynn' | pos_acc=8/13 (61.5%) | 863tok | 4.41s | len_mismatch(gold=13, pred=12)
Baseline | pred='stmsyonnnntly' | pos_acc=6/13 (46.2%) | 383tok | 1.14s
CoT      | pred='stmsynnnlcty' | pos_acc=5/13 (38.5%) | 406tok | 1.24s | len_mismatch(gold=13, pred=12)
L2M      | pred='smyynnnsnnnmy' | pos_acc=8/13 (61.5%) | 778tok | 3.88s
L2M-DV   | pred='snmyynnsynlmy' | pos_acc=13/13 (100.0%) | 877tok | 4.99s

### Batch Summary (n_words=13)
| Strategy | Accuracy | Tokens | Avg Time |
|----------|----------|--------|----------|
| Baseline |  41.92% | 7,758 | 1.143s |
| CoT      |  35.77% | 8,173 | 1.210s |
| L2M      |  83.46% | 15,599 | 3.512s |
| L2M-DV   |  86.54% | 17,827 | 4.248s |

======================================================================
num_words = 14 | batch_size = 20
Baseline | pred='yntylnoesgllcml' | pos_acc=4/14 (28.6%) | 384tok | 1.14s | len_mismatch(gold=14, pred=15)
CoT      | pred='yntlynyglnlcll' | pos_acc=6/14 (42.9%) | 409tok | 1.71s
L2M      | pred='ynsyynnsyngngl' | pos_acc=13/14 (92.9%) | 798tok | 3.64s
L2M-DV   | pred='ynsyynnsynngl' | pos_acc=10/14 (71.4%) | 895tok | 4.01s | len_mismatch(gold=14, pred=13)
Baseline | pred='nnynnnnnntyycc' | pos_acc=8/14 (57.1%) | 387tok | 1.60s
CoT      | pred='nnynnnnnnnnnnn' | pos_acc=6/14 (42.9%) | 412tok | 1.62s
L2M      | pred='nynynnnnnyyenc' | pos_acc=10/14 (71.4%) | 803tok | 3.65s
L2M-DV   | pred='nynynnnntnnyec' | pos_acc=11/14 (78.6%) | 918tok | 3.84s
Baseline | pred='ealelntyllyey' | pos_acc=5/14 (35.7%) | 382tok | 0.91s | len_mismatch(gold=14, pred=13)
CoT      | pred='ealelntyllyey' | pos_acc=5/14 (35.7%) | 407tok | 1.13s | len_mismatch(gold=14, pred=13)
L2M      | pred='elyecnlnylyey' | pos_acc=11/14 (78.6%) | 798tok | 3.77s | len_mismatch(gold=14, pred=13)
L2M-DV   | pred='elyecnlnylyey' | pos_acc=11/14 (78.6%) | 897tok | 4.38s | len_mismatch(gold=14, pred=13)
Baseline | pred='nleeeeylnyynyy' | pos_acc=8/14 (57.1%) | 390tok | 1.08s
CoT      | pred='nleeeeylnyynyy' | pos_acc=8/14 (57.1%) | 415tok | 1.03s
L2M      | pred='neeenynmnnyeey' | pos_acc=9/14 (64.3%) | 805tok | 3.68s
L2M-DV   | pred='neeeeynmnyeeyy' | pos_acc=13/14 (92.9%) | 879tok | 6.44s
Baseline | pred='ylyytgygxnnyyyn' | pos_acc=6/14 (42.9%) | 387tok | 1.74s | len_mismatch(gold=14, pred=15)
CoT      | pred='ylyytygyxnnnyn' | pos_acc=9/14 (64.3%) | 411tok | 1.12s
L2M      | pred='yylysyxyxnynyn' | pos_acc=13/14 (92.9%) | 802tok | 17.73s
L2M-DV   | pred='yylysyyyxnyynn' | pos_acc=12/14 (85.7%) | 903tok | 4.44s
Baseline | pred='nnnlnetllnssnnv' | pos_acc=7/14 (50.0%) | 387tok | 1.13s | len_mismatch(gold=14, pred=15)
CoT      | pred='nnntneleynssnnv' | pos_acc=8/14 (57.1%) | 411tok | 0.87s | len_mismatch(gold=14, pred=15)
L2M      | pred='nnnneelynyssnn' | pos_acc=13/14 (92.9%) | 801tok | 4.04s
L2M-DV   | pred='nnnneelynysnnn' | pos_acc=14/14 (100.0%) | 1,056tok | 4.81s
Baseline | pred='nnlelneltynssn' | pos_acc=6/14 (42.9%) | 385tok | 1.26s
CoT      | pred='nnlelneltynson' | pos_acc=5/14 (35.7%) | 409tok | 0.90s
L2M      | pred='nnelynlyyensn' | pos_acc=5/14 (35.7%) | 799tok | 2.53s | len_mismatch(gold=14, pred=13)
L2M-DV   | pred='nnelnelyyensnn' | pos_acc=8/14 (57.1%) | 884tok | 2.96s
Baseline | pred='nlnyglynnymyyg' | pos_acc=4/14 (28.6%) | 384tok | 1.11s
CoT      | pred='nlnyglynnynnyg' | pos_acc=3/14 (21.4%) | 409tok | 1.18s
L2M      | pred='nnygyynnnyyyn' | pos_acc=10/14 (71.4%) | 798tok | 4.40s | len_mismatch(gold=14, pred=13)
L2M-DV   | pred='nnygyynnmnyyyn' | pos_acc=14/14 (100.0%) | 897tok | 4.11s
Baseline | pred='nnveynnnnllnmm' | pos_acc=7/14 (50.0%) | 388tok | 1.38s
CoT      | pred='nnveynnnnllnmm' | pos_acc=7/14 (50.0%) | 413tok | 1.46s
L2M      | pred='nnennnnynllnm' | pos_acc=7/14 (50.0%) | 803tok | 6.93s | len_mismatch(gold=14, pred=13)
L2M-DV   | pred='nnennnnynllnm' | pos_acc=7/14 (50.0%) | 902tok | 3.48s | len_mismatch(gold=14, pred=13)
Baseline | pred='ylllyyynnnnnn' | pos_acc=7/14 (50.0%) | 387tok | 1.07s | len_mismatch(gold=14, pred=13)
CoT      | pred='ylllyyynsmnonn' | pos_acc=7/14 (50.0%) | 412tok | 1.04s
L2M      | pred='ylnyyyyymyeen' | pos_acc=10/14 (71.4%) | 800tok | 4.50s | len_mismatch(gold=14, pred=13)
L2M-DV   | pred='ylyyyyymyyennn' | pos_acc=13/14 (92.9%) | 906tok | 3.18s
Baseline | pred='nonlyyynnnnnnn' | pos_acc=10/14 (71.4%) | 379tok | 0.88s
CoT      | pred='nnnletynlnnnyy' | pos_acc=6/14 (42.9%) | 406tok | 1.11s
L2M      | pred='nnyeyyynnnnynn' | pos_acc=14/14 (100.0%) | 794tok | 3.15s
L2M-DV   | pred='nnyeyyyynnnynn' | pos_acc=13/14 (92.9%) | 892tok | 5.59s
Baseline | pred='ylyetnnnlyynee' | pos_acc=7/14 (50.0%) | 389tok | 1.63s
CoT      | pred='ylyetnngnlynen' | pos_acc=7/14 (50.0%) | 414tok | 1.03s
L2M      | pred='yylesnsyeyyen' | pos_acc=11/14 (78.6%) | 803tok | 4.71s | len_mismatch(gold=14, pred=13)
L2M-DV   | pred='yylesnsyeyyenn' | pos_acc=12/14 (85.7%) | 906tok | 3.15s
Baseline | pred='nyrnnntnntyyve' | pos_acc=6/14 (42.9%) | 395tok | 0.97s
CoT      | pred='nyrnlnnmrnynne' | pos_acc=10/14 (71.4%) | 423tok | 1.24s
L2M      | pred='nyenltnmnnyne' | pos_acc=12/14 (85.7%) | 810tok | 5.56s | len_mismatch(gold=14, pred=13)
L2M-DV   | pred='nyenltnmnnyne' | pos_acc=12/14 (85.7%) | 916tok | 4.24s | len_mismatch(gold=14, pred=13)
Baseline | pred='nnynnnnnnnyyyy' | pos_acc=6/14 (42.9%) | 380tok | 1.03s
CoT      | pred='nnynnnnnnnnnnn' | pos_acc=7/14 (50.0%) | 405tok | 1.28s
L2M      | pred='nnynnyemyyyny' | pos_acc=10/14 (71.4%) | 795tok | 3.70s | len_mismatch(gold=14, pred=13)
L2M-DV   | pred='nnyynemyyynny' | pos_acc=7/14 (50.0%) | 897tok | 5.35s | len_mismatch(gold=14, pred=13)
Baseline | pred='enynlnelntnonn' | pos_acc=7/14 (50.0%) | 384tok | 0.92s
CoT      | pred='enynlnelntnon' | pos_acc=6/14 (42.9%) | 408tok | 0.81s | len_mismatch(gold=14, pred=13)
L2M      | pred='eyynnmennnnynn' | pos_acc=13/14 (92.9%) | 800tok | 3.22s
L2M-DV   | pred='eyynnmennnnyn' | pos_acc=12/14 (85.7%) | 904tok | 4.07s | len_mismatch(gold=14, pred=13)
Baseline | pred='yednanayltygy' | pos_acc=6/14 (42.9%) | 378tok | 0.79s | len_mismatch(gold=14, pred=13)
CoT      | pred='yednynelgtygyy' | pos_acc=6/14 (42.9%) | 405tok | 1.55s
L2M      | pred='yeyneyenylscyy' | pos_acc=6/14 (42.9%) | 793tok | 5.41s
L2M-DV   | pred='yeynyenylscyyy' | pos_acc=14/14 (100.0%) | 890tok | 3.95s
Baseline | pred='lnnssyylntnysm' | pos_acc=6/14 (42.9%) | 383tok | 0.95s
CoT      | pred='lnnssyynlntnmm' | pos_acc=9/14 (64.3%) | 409tok | 1.62s
L2M      | pred='lnnsyylnynllnm' | pos_acc=12/14 (85.7%) | 799tok | 5.41s
L2M-DV   | pred='lnnsyylnynlnym' | pos_acc=14/14 (100.0%) | 896tok | 4.62s
Baseline | pred='nymtnlgnnneny' | pos_acc=6/14 (42.9%) | 382tok | 1.00s | len_mismatch(gold=14, pred=13)
CoT      | pred='nymtnnmlnnoony' | pos_acc=7/14 (50.0%) | 407tok | 1.22s
L2M      | pred='nyytnxmnylrnny' | pos_acc=14/14 (100.0%) | 798tok | 3.22s
L2M-DV   | pred='nyytnxmnylrnny' | pos_acc=14/14 (100.0%) | 899tok | 12.46s
Baseline | pred='ylyynglyllyey' | pos_acc=7/14 (50.0%) | 387tok | 1.04s | len_mismatch(gold=14, pred=13)
CoT      | pred='ylyytleltlvey' | pos_acc=5/14 (35.7%) | 412tok | 1.03s | len_mismatch(gold=14, pred=13)
L2M      | pred='yyyynellyllyey' | pos_acc=11/14 (78.6%) | 802tok | 3.60s
L2M-DV   | pred='yyyynelylllyey' | pos_acc=11/14 (78.6%) | 891tok | 3.58s
Baseline | pred='nlltynlntnntn' | pos_acc=6/14 (42.9%) | 383tok | 15.40s | len_mismatch(gold=14, pred=13)
CoT      | pred='nnllnlnltylonn' | pos_acc=6/14 (42.9%) | 408tok | 0.92s
L2M      | pred='nllnnylyyyslnn' | pos_acc=12/14 (85.7%) | 800tok | 3.73s
L2M-DV   | pred='nllynnnlyyysln' | pos_acc=9/14 (64.3%) | 899tok | 5.42s

### Batch Summary (n_words=14)
| Strategy | Accuracy | Tokens | Avg Time |
|----------|----------|--------|----------|
| Baseline |  46.07% | 7,701 | 1.852s |
| CoT      |  47.50% | 8,205 | 1.194s |
| L2M      |  77.14% | 16,001 | 4.830s |
| L2M-DV   |  82.50% | 18,127 | 4.705s |

======================================================================
num_words = 15 | batch_size = 20
Baseline | pred='nllnyytnnynynn' | pos_acc=5/15 (33.3%) | 384tok | 1.05s | len_mismatch(gold=15, pred=14)
CoT      | pred='nnynyyynnnnnnnn' | pos_acc=9/15 (60.0%) | 408tok | 1.57s
L2M      | pred='nlynynyyyynsssn' | pos_acc=11/15 (73.3%) | 817tok | 3.33s
L2M-DV   | pred='nlynynyyyynynsn' | pos_acc=12/15 (80.0%) | 915tok | 6.39s
Baseline | pred='llltyeygynynyey' | pos_acc=6/15 (40.0%) | 390tok | 1.23s
CoT      | pred='llltyeygynynyey' | pos_acc=6/15 (40.0%) | 415tok | 1.57s
L2M      | pred='llmtyeenymyyye' | pos_acc=8/15 (53.3%) | 824tok | 4.81s | len_mismatch(gold=15, pred=14)
L2M-DV   | pred='llmtyeynmynyyye' | pos_acc=13/15 (86.7%) | 927tok | 7.52s
Baseline | pred='nlnlcyelgletblel' | pos_acc=4/15 (26.7%) | 394tok | 1.09s | len_mismatch(gold=15, pred=16)
CoT      | pred='nnlytylglrlelee' | pos_acc=4/15 (26.7%) | 418tok | 1.14s
L2M      | pred='nnycyyyyeletell' | pos_acc=9/15 (60.0%) | 826tok | 3.01s
L2M-DV   | pred='nnycyyyyeleteyl' | pos_acc=10/15 (66.7%) | 1,144tok | 4.75s
Baseline | pred='elnnssytnltyity' | pos_acc=5/15 (33.3%) | 386tok | 1.13s
CoT      | pred='elnnssytnltylty' | pos_acc=6/15 (40.0%) | 412tok | 0.94s
L2M      | pred='eynssynyeexnlty' | pos_acc=11/15 (73.3%) | 821tok | 3.34s
L2M-DV   | pred='eynsynmylexnlty' | pos_acc=13/15 (86.7%) | 1,119tok | 5.78s
Baseline | pred='yntlynygnytygyl' | pos_acc=5/15 (33.3%) | 388tok | 1.12s
CoT      | pred='yntlynnnlyyynyl' | pos_acc=6/15 (40.0%) | 413tok | 1.46s
L2M      | pred='ynrynymnynnnnyl' | pos_acc=13/15 (86.7%) | 822tok | 3.61s
L2M-DV   | pred='ynrynymnnyyyyyl' | pos_acc=12/15 (80.0%) | 923tok | 4.18s
Baseline | pred='lyyonnnnnssyyt' | pos_acc=6/15 (40.0%) | 394tok | 1.17s | len_mismatch(gold=15, pred=14)
CoT      | pred='lyyonnnnnssyyt' | pos_acc=6/15 (40.0%) | 419tok | 0.88s | len_mismatch(gold=15, pred=14)
L2M      | pred='lymnnnnynyymsmey' | pos_acc=11/15 (73.3%) | 829tok | 3.26s | len_mismatch(gold=15, pred=16)
L2M-DV   | pred='lymnnnnynysmey' | pos_acc=10/15 (66.7%) | 920tok | 3.75s | len_mismatch(gold=15, pred=14)
Baseline | pred='nnynrnyltyyynyy' | pos_acc=9/15 (60.0%) | 387tok | 0.98s
CoT      | pred='nnynynynynynynyn' | pos_acc=9/15 (60.0%) | 411tok | 1.04s | len_mismatch(gold=15, pred=16)
