
======================================================================
num_words = 1 | batch_size = 20
Baseline | pred='s' | pos_acc=1/1 (100.0%) | compared=1
L2M      | pred='nyynennelynll' | pos_acc=11/13 (84.6%) | compared=13
L2M-DV   | pred='nyynneneylnll' | pos_acc=11/13 (84.6%) | compared=13
Baseline | pred='ynozntynlntn' | pos_acc=4/13 (30.8%) | compared=12 | len_mismatch(gold=13, pred=12)
CoT      | pred='ynozntnynlno' | pos_acc=5/13 (38.5%) | compared=12 | len_mismatch(gold=13, pred=12)
L2M      | pred='ynnsnlnyyyynn' | pos_acc=13/13 (100.0%) | compared=13
L2M-DV   | pred='ynnslnyyyyynn' | pos_acc=10/13 (76.9%) | compared=13
Baseline | pred='stnmynnnllyy' | pos_acc=4/13 (30.8%) | compared=12 | len_mismatch(gold=13, pred=12)
CoT      | pred='stmsyonnnntly' | pos_acc=6/13 (46.2%) | compared=13
L2M      | pred='smyynnssnnnmy' | pos_acc=7/13 (53.8%) | compared=13
L2M-DV   | pred='snmyynnsynlmy' | pos_acc=13/13 (100.0%) | compared=13

[Batch Summary for n_words=13]
  Baseline  : 41.92%
  CoT       : 41.54%
  L2M       : 80.77%
  L2M-DV    : 87.31%

======================================================================
num_words = 14 | batch_size = 20
Baseline | pred='yntylnoesglnl' | pos_acc=5/14 (35.7%) | compared=13 | len_mismatch(gold=14, pred=13)
CoT      | pred='yntylnoesglcal' | pos_acc=5/14 (35.7%) | compared=14
L2M      | pred='ynsyynnsynmngl' | pos_acc=14/14 (100.0%) | compared=14
L2M-DV   | pred='ynsyynnsyngnl' | pos_acc=11/14 (78.6%) | compared=13 | len_mismatch(gold=14, pred=13)
Baseline | pred='nnlnnnnnnnnnnn' | pos_acc=6/14 (42.9%) | compared=14
CoT      | pred='nyrtynnnntyycc' | pos_acc=8/14 (57.1%) | compared=14
L2M      | pred='nynynnnynyyeyc' | pos_acc=10/14 (71.4%) | compared=14
L2M-DV   | pred='nynynnnntnnyec' | pos_acc=11/14 (78.6%) | compared=14
Baseline | pred='ealelntyllyyy' | pos_acc=6/14 (42.9%) | compared=13 | len_mismatch(gold=14, pred=13)
CoT      | pred='ealelntyllyey' | pos_acc=5/14 (35.7%) | compared=13 | len_mismatch(gold=14, pred=13)
L2M      | pred='elyecnlnylyey' | pos_acc=11/14 (78.6%) | compared=13 | len_mismatch(gold=14, pred=13)
L2M-DV   | pred='elyecnlnylyey' | pos_acc=11/14 (78.6%) | compared=13 | len_mismatch(gold=14, pred=13)
Baseline | pred='nleeeeylnyeyyey' | pos_acc=9/14 (64.3%) | compared=14 | len_mismatch(gold=14, pred=15)
CoT      | pred='nleeeeylnyynyy' | pos_acc=8/14 (57.1%) | compared=14
L2M      | pred='neeeeynmnnyyyy' | pos_acc=12/14 (85.7%) | compared=14
L2M-DV   | pred='neeeeynmnyeeyy' | pos_acc=13/14 (92.9%) | compared=14
Baseline | pred='ylyyssyynnnnnn' | pos_acc=8/14 (57.1%) | compared=14
CoT      | pred='ylyytygyxnnnyn' | pos_acc=9/14 (64.3%) | compared=14
L2M      | pred='yylysyxyxnynyn' | pos_acc=13/14 (92.9%) | compared=14
L2M-DV   | pred='yyllsyyyxnyynn' | pos_acc=11/14 (78.6%) | compared=14
Baseline | pred='nnlnelalnntnon' | pos_acc=7/14 (50.0%) | compared=14
CoT      | pred='nnntneleynssnn' | pos_acc=8/14 (57.1%) | compared=14
L2M      | pred='nnnneeyynyyssn' | pos_acc=10/14 (71.4%) | compared=14
L2M-DV   | pred='nnnneelynysnnn' | pos_acc=14/14 (100.0%) | compared=14
Baseline | pred='nnlelneltylnsn' | pos_acc=7/14 (50.0%) | compared=14
CoT      | pred='nnlelnyeylntn' | pos_acc=4/14 (28.6%) | compared=13 | len_mismatch(gold=14, pred=13)
L2M      | pred='nnelneyllyesn' | pos_acc=10/14 (71.4%) | compared=13 | len_mismatch(gold=14, pred=13)
L2M-DV   | pred='nnelnelyyensn' | pos_acc=7/14 (50.0%) | compared=13 | len_mismatch(gold=14, pred=13)
Baseline | pred='nnynlyyngyynn' | pos_acc=6/14 (42.9%) | compared=13 | len_mismatch(gold=14, pred=13)
CoT      | pred='nlnyglynnymyyg' | pos_acc=4/14 (28.6%) | compared=14
L2M      | pred='nnygyynnnymynn' | pos_acc=10/14 (71.4%) | compared=14
L2M-DV   | pred='nnygyynnmnyyyn' | pos_acc=14/14 (100.0%) | compared=14
Baseline | pred='nnveonntnlnsm' | pos_acc=4/14 (28.6%) | compared=13 | len_mismatch(gold=14, pred=13)
CoT      | pred='nnveynnnnllnmm' | pos_acc=7/14 (50.0%) | compared=14
L2M      | pred='nnennnnynlllnm' | pos_acc=10/14 (71.4%) | compared=14
L2M-DV   | pred='nnyynnnyynllnm' | pos_acc=12/14 (85.7%) | compared=14
Baseline | pred='ylllyyynnnnnn' | pos_acc=7/14 (50.0%) | compared=13 | len_mismatch(gold=14, pred=13)
CoT      | pred='ylllyyynnnnnn' | pos_acc=7/14 (50.0%) | compared=13 | len_mismatch(gold=14, pred=13)
L2M      | pred='ylnyyyymyyennn' | pos_acc=14/14 (100.0%) | compared=14
L2M-DV   | pred='ylnyyyymyyennn' | pos_acc=14/14 (100.0%) | compared=14
Baseline | pred='nonlyyynnnnnnn' | pos_acc=10/14 (71.4%) | compared=14
CoT      | pred='nonlyyytntnnnn' | pos_acc=8/14 (57.1%) | compared=14
L2M      | pred='nnyeyyynnnnynn' | pos_acc=14/14 (100.0%) | compared=14
L2M-DV   | pred='nnyeyyyynnnynn' | pos_acc=13/14 (92.9%) | compared=14
Baseline | pred='ylyetnnssnneeo' | pos_acc=4/14 (28.6%) | compared=14
CoT      | pred='ylyetndnnyyonnn' | pos_acc=6/14 (42.9%) | compared=14 | len_mismatch(gold=14, pred=15)
L2M      | pred='yylesnsyeyynen' | pos_acc=14/14 (100.0%) | compared=14
L2M-DV   | pred='yylesnsyeyyen' | pos_acc=11/14 (78.6%) | compared=13 | len_mismatch(gold=14, pred=13)
Baseline | pred='nyveeennnnyeei' | pos_acc=6/14 (42.9%) | compared=14
CoT      | pred='nyrnlnnmmnnyee' | pos_acc=8/14 (57.1%) | compared=14
L2M      | pred='nyenltnmnnynye' | pos_acc=14/14 (100.0%) | compared=14
L2M-DV   | pred='nyenltnnnynye' | pos_acc=8/14 (57.1%) | compared=13 | len_mismatch(gold=14, pred=13)
Baseline | pred='nnynnnnnnnyyyy' | pos_acc=6/14 (42.9%) | compared=14
CoT      | pred='nnynnnnnnnnnnn' | pos_acc=7/14 (50.0%) | compared=14
L2M      | pred='nnyynemyyyynny' | pos_acc=8/14 (57.1%) | compared=14
L2M-DV   | pred='nnyynemyynrnyy' | pos_acc=6/14 (42.9%) | compared=14
Baseline | pred='enynlnelntnonn' | pos_acc=7/14 (50.0%) | compared=14
CoT      | pred='enynlnelntnnoz' | pos_acc=6/14 (42.9%) | compared=14
L2M      | pred='eyynnmennnnynn' | pos_acc=13/14 (92.9%) | compared=14
L2M-DV   | pred='eyynnmennnnynn' | pos_acc=13/14 (92.9%) | compared=14
Baseline | pred='yednynelgllcyy' | pos_acc=6/14 (42.9%) | compared=14
CoT      | pred='yednynesltygyy' | pos_acc=7/14 (50.0%) | compared=14
L2M      | pred='yeyneeenylscyy' | pos_acc=7/14 (50.0%) | compared=14
L2M-DV   | pred='yeynyenylscyyy' | pos_acc=14/14 (100.0%) | compared=14
Baseline | pred='lnnssyylntnlym' | pos_acc=7/14 (50.0%) | compared=14
CoT      | pred='lnnssylgntnysm' | pos_acc=7/14 (50.0%) | compared=14
L2M      | pred='lnnsyllynlllnm' | pos_acc=8/14 (57.1%) | compared=14
L2M-DV   | pred='lnnsyylnynlnym' | pos_acc=14/14 (100.0%) | compared=14
Baseline | pred='nymtnlxmnneny' | pos_acc=5/14 (35.7%) | compared=13 | len_mismatch(gold=14, pred=13)
CoT      | pred='nymtnlgnnnooy' | pos_acc=5/14 (35.7%) | compared=13 | len_mismatch(gold=14, pred=13)
L2M      | pred='nyyntnxmnylrnny' | pos_acc=4/14 (28.6%) | compared=14 | len_mismatch(gold=14, pred=15)
L2M-DV   | pred='nyytnxmnylrnny' | pos_acc=14/14 (100.0%) | compared=14
Baseline | pred='ylyytleltlvey' | pos_acc=5/14 (35.7%) | compared=13 | len_mismatch(gold=14, pred=13)
CoT      | pred='ylyytleltllyy' | pos_acc=6/14 (42.9%) | compared=13 | len_mismatch(gold=14, pred=13)
L2M      | pred='yyyynellyllyey' | pos_acc=11/14 (78.6%) | compared=14
L2M-DV   | pred='yyyynellyyyey' | pos_acc=8/14 (57.1%) | compared=13 | len_mismatch(gold=14, pred=13)
Baseline | pred='nlltynnlntnnn' | pos_acc=5/14 (35.7%) | compared=13 | len_mismatch(gold=14, pred=13)
CoT      | pred='nnllnlnnnyynnn' | pos_acc=6/14 (42.9%) | compared=14
L2M      | pred='nllnnylyyyllnn' | pos_acc=11/14 (78.6%) | compared=14
L2M-DV   | pred='nllnnyyyyslnnn' | pos_acc=8/14 (57.1%) | compared=14

[Batch Summary for n_words=14]
  Baseline  : 45.00%
  CoT       : 46.79%
  L2M       : 77.86%
  L2M-DV    : 81.07%

======================================================================
num_words = 15 | batch_size = 20
Baseline | pred='llltyeygynsycye' | pos_acc=8/15 (53.3%) | compared=15
CoT      | pred='llltyeygynynyey' | pos_acc=6/15 (40.0%) | compared=15
L2M      | pred='llmtyeenyymyyye' | pos_acc=11/15 (73.3%) | compared=15
L2M-DV   | pred='llmtyenymnlyyye' | pos_acc=13/15 (86.7%) | compared=15
Baseline | pred='nllnynynynynsns' | pos_acc=10/15 (66.7%) | compared=15
CoT      | pred='nnynyyynnnnssn' | pos_acc=6/15 (40.0%) | compared=14 | len_mismatch(gold=15, pred=14)
L2M      | pred='nlynynyyyynynssn' | pos_acc=11/15 (73.3%) | compared=15 | len_mismatch(gold=15, pred=16)
L2M-DV   | pred='nlynynyyyynynsn' | pos_acc=12/15 (80.0%) | compared=15
Baseline | pred='nlnyltylglelble' | pos_acc=2/15 (13.3%) | compared=15
CoT      | pred='nnlyctyeylblel' | pos_acc=6/15 (40.0%) | compared=14 | len_mismatch(gold=15, pred=14)
L2M      | pred='nnycyyyyeletell' | pos_acc=9/15 (60.0%) | compared=15
L2M-DV   | pred='nnycyyyyeleteyl' | pos_acc=10/15 (66.7%) | compared=15
Baseline | pred='elnnssytnltyyey' | pos_acc=4/15 (26.7%) | compared=15
CoT      | pred='elnnssytnltyyey' | pos_acc=4/15 (26.7%) | compared=15
L2M      | pred='eynssynyeexnlty' | pos_acc=11/15 (73.3%) | compared=15
L2M-DV   | pred='eynsynmyelexnlty' | pos_acc=10/15 (66.7%) | compared=15 | len_mismatch(gold=15, pred=16)
Baseline | pred='ynoaymnnlyntgcl' | pos_acc=5/15 (33.3%) | compared=15
CoT      | pred='yntlynnltynlycl' | pos_acc=5/15 (33.3%) | compared=15
L2M      | pred='ynrynynmnnnyyyl' | pos_acc=12/15 (80.0%) | compared=15
L2M-DV   | pred='ynrynmyynnnyyyl' | pos_acc=11/15 (73.3%) | compared=15
Baseline | pred='lyyonnnnnssyyt' | pos_acc=6/15 (40.0%) | compared=14 | len_mismatch(gold=15, pred=14)
CoT      | pred='lyyonnnnnnyyytm' | pos_acc=7/15 (46.7%) | compared=15
L2M      | pred='lymnnnnynyyymey' | pos_acc=14/15 (93.3%) | compared=15
L2M-DV   | pred='lymnnnnynysmeyy' | pos_acc=11/15 (73.3%) | compared=15
Baseline | pred='nnynrgylyyynynm' | pos_acc=6/15 (40.0%) | compared=15
CoT      | pred='nnynynynynynynyn' | pos_acc=9/15 (60.0%) | compared=15 | len_mismatch(gold=15, pred=16)
L2M      | pred='nnyynnynnyyyyny' | pos_acc=12/15 (80.0%) | compared=15
L2M-DV   | pred='nnyynynynnyynny' | pos_acc=13/15 (86.7%) | compared=15
Baseline | pred='nssyyllnntnssst' | pos_acc=6/15 (40.0%) | compared=15
CoT      | pred='nssyyllnntnlyss' | pos_acc=8/15 (53.3%) | compared=15
L2M      | pred='nsnysylyennyyns' | pos_acc=12/15 (80.0%) | compared=15
L2M-DV   | pred='nsnyyslyennynns' | pos_acc=13/15 (86.7%) | compared=15
Baseline | pred='nggnnntnntnlnnl' | pos_acc=5/15 (33.3%) | compared=15
CoT      | pred='nggnnmlnldnlllt' | pos_acc=4/15 (26.7%) | compared=15
L2M      | pred='ngsmnyeeennlyl' | pos_acc=4/15 (26.7%) | compared=14 | len_mismatch(gold=15, pred=14)
L2M-DV   | pred='ngsmnyeeynnyyll' | pos_acc=4/15 (26.7%) | compared=15
Baseline | pred='edmmynnntnlynnn' | pos_acc=7/15 (46.7%) | compared=15
CoT      | pred='edmmynngnnttyn' | pos_acc=5/15 (33.3%) | compared=14 | len_mismatch(gold=15, pred=14)
L2M      | pred='emmnynynynnnnyn' | pos_acc=11/15 (73.3%) | compared=15
L2M-DV   | pred='emmnynyyynnlnyn' | pos_acc=13/15 (86.7%) | compared=15
Baseline | pred='sygyntynemynity' | pos_acc=6/15 (40.0%) | compared=15
CoT      | pred='sygylyeymnncsty' | pos_acc=5/15 (33.3%) | compared=15
L2M      | pred='seyynyreemnyycy' | pos_acc=15/15 (100.0%) | compared=15
L2M-DV   | pred='syyynyreemnyycy' | pos_acc=14/15 (93.3%) | compared=15
Baseline | pred='elnllyltyyeygxy' | pos_acc=4/15 (26.7%) | compared=15
CoT      | pred='elnlnglyltygyrx' | pos_acc=4/15 (26.7%) | compared=15
L2M      | pred='eelnlyyyyyenyyx' | pos_acc=13/15 (86.7%) | compared=15
L2M-DV   | pred='elnlylyyyyenyx' | pos_acc=10/15 (66.7%) | compared=14 | len_mismatch(gold=15, pred=14)
Baseline | pred='nysyyelnygnyony' | pos_acc=5/15 (33.3%) | compared=15
CoT      | pred='nymytlntnynynnn' | pos_acc=7/15 (46.7%) | compared=15
L2M      | pred='nyeyeyyyynnyynn' | pos_acc=13/15 (86.7%) | compared=15
L2M-DV   | pred='nyeyeyyynnyyynn' | pos_acc=15/15 (100.0%) | compared=15
Baseline | pred='nylldlntlymnnn' | pos_acc=6/15 (40.0%) | compared=14 | len_mismatch(gold=15, pred=14)
CoT      | pred='lnnlllylnnntnnn' | pos_acc=6/15 (40.0%) | compared=15
L2M      | pred='ynylnynllyyymnn' | pos_acc=13/15 (86.7%) | compared=15
L2M-DV   | pred='ynylnylllyymnnn' | pos_acc=14/15 (93.3%) | compared=15
Baseline | pred='yynyyntnnnssyyr' | pos_acc=8/15 (53.3%) | compared=15
CoT      | pred='yynysnnnnnssnry' | pos_acc=9/15 (60.0%) | compared=15
L2M      | pred='yytynnnennsmnyy' | pos_acc=11/15 (73.3%) | compared=15
L2M-DV   | pred='yyyynnnnensnymy' | pos_acc=12/15 (80.0%) | compared=15
Baseline | pred='yelalnlnyyltye' | pos_acc=5/15 (33.3%) | compared=14 | len_mismatch(gold=15, pred=14)
CoT      | pred='yelelnnlyltyene' | pos_acc=6/15 (40.0%) | compared=15
L2M      | pred='yenllnenyyyylee' | pos_acc=12/15 (80.0%) | compared=15
L2M-DV   | pred='yenlnlenyyyyln' | pos_acc=14/15 (93.3%) | compared=14 | len_mismatch(gold=15, pred=14)
Baseline | pred='nlnnlntnlnnntnn' | pos_acc=6/15 (40.0%) | compared=15
CoT      | pred='nnnnnlnnlnnnnnn' | pos_acc=6/15 (40.0%) | compared=15
L2M      | pred='nnnnlnelymlllln' | pos_acc=8/15 (53.3%) | compared=15
L2M-DV   | pred='nnlnnelymllnyn' | pos_acc=9/15 (60.0%) | compared=14 | len_mismatch(gold=15, pred=14)
Baseline | pred='yntyylynnlnnonn' | pos_acc=8/15 (53.3%) | compared=15
CoT      | pred='yntyyynnnlnnynn' | pos_acc=10/15 (66.7%) | compared=15
L2M      | pred='yneyynnnlllnyn' | pos_acc=9/15 (60.0%) | compared=14 | len_mismatch(gold=15, pred=14)
L2M-DV   | pred='yneyyyynnnlleyn' | pos_acc=11/15 (73.3%) | compared=15
Baseline | pred='elenlnyeylntnssn' | pos_acc=9/15 (60.0%) | compared=15 | len_mismatch(gold=15, pred=16)
CoT      | pred='elenntnntnntnss' | pos_acc=6/15 (40.0%) | compared=15
L2M      | pred='elenlyyeelyeesn' | pos_acc=11/15 (73.3%) | compared=15
L2M-DV   | pred='elenlyyelylesn' | pos_acc=12/15 (80.0%) | compared=14 | len_mismatch(gold=15, pred=14)
Baseline | pred='cnenntlynnnnnnn' | pos_acc=10/15 (66.7%) | compared=15
CoT      | pred='cnenntlnnmnonnn' | pos_acc=9/15 (60.0%) | compared=15
L2M      | pred='cnennlyyyymnnyn' | pos_acc=11/15 (73.3%) | compared=15
L2M-DV   | pred='cnennlyyymnnynn' | pos_acc=15/15 (100.0%) | compared=15

[Batch Summary for n_words=15]
  Baseline  : 42.00%
  CoT       : 42.67%
  L2M       : 74.33%
  L2M-DV    : 78.67%
----------------------------------------------------------------------
Average position-wise accuracy (Macro / Micro) | Exact Match
Baseline : 56.26% / 50.54% | EM: 10.67%
CoT      : 55.77% / 50.00% | EM: 10.67%
L2M      : 90.52% / 86.29% | EM: 63.67%
L2M-DV   : 91.49% / 88.04% | EM: 66.33%
----------------------------------------------------------------------
Token Usage (Total) | Average Time (sec)
Baseline  : 110,001 tokens | 1.092s
CoT       : 117,394 tokens | 1.057s
L2M       : 200,358 tokens | 2.706s
L2M-DV    : 232,601 tokens | 3.341s

======================================================================
Position-wise Accuracy by Number of Words (%)
======================================================================
 n_words |   Baseline |        CoT |        L2M |     L2M-DV
----------------------------------------------------------------------
       1 |     100.00 |     100.00 |     100.00 |     100.00
       2 |      60.00 |      65.00 |     100.00 |     100.00
       3 |      58.33 |      56.67 |     100.00 |     100.00
       4 |      62.50 |      61.25 |      96.25 |      97.50
       5 |      57.00 |      55.00 |      97.00 |      97.00
       6 |      57.50 |      56.67 |      95.83 |      97.50
       7 |      62.14 |      57.14 |      93.57 |      89.29
       8 |      56.88 |      59.38 |      96.88 |      90.62
       9 |      51.67 |      48.89 |      86.11 |      91.67
      10 |      54.00 |      54.00 |      87.00 |      85.50
      11 |      49.09 |      49.55 |      85.91 |      90.45
      12 |      45.83 |      42.08 |      86.25 |      85.83
      13 |      41.92 |      41.54 |      80.77 |      87.31
      14 |      45.00 |      46.79 |      77.86 |      81.07
      15 |      42.00 |      42.67 |      74.33 |      78.67
----------------------------------------------------------------------
   Micro |      50.54 |      50.00 |      86.29 |      88.04
   Macro |      56.26 |      55.77 |      90.52 |      91.49
      EM |      10.67 |      10.67 |      63.67 |      66.33
----------------------------------------------------------------------
Tokens   |    110,001 |    117,394 |    200,358 |    232,601
Time(s)  |      1.092 |      1.057 |      2.706 |      3.341
======================================================================

그래프가 저장되었습니다: experiments/20251216_145318/accuracy_comparison.png
